opendb_id,metadata_name,metadata_manufacturer,metadata_series,metadata_variant,metadata_releaseYear,socket,_source_file,audio_channels,audio_chipset,back_connect_connectors,back_panel_ports,bios_features_clear_cmos,bios_features_flashback,chipset,color,ecc_support,fan_headers_case_fan,fan_headers_cpu_fan,fan_headers_cpu_opt,fan_headers_pump,form_factor,front_panel_headers_hdd_led,front_panel_headers_power_button,front_panel_headers_power_led,front_panel_headers_reset_button,general_product_information_amazon_sku,general_product_information_bestbuy_sku,general_product_information_ibuypower_sku,general_product_information_manufacturer_url,general_product_information_newegg_sku,general_product_information_walmart_sku,lighting,m2_slots,memory_max,memory_ram_type,memory_slots,metadata_last_manually_spec_verified_at,metadata_manufacturer_color,metadata_part_numbers,onboard_ethernet,other_headers_com_port,other_headers_temperature_sensor,other_headers_thunderbolt,pcie_slots,power_connectors_cpu_power,power_connectors_main_power,raid_support,rgb_headers_argb_5v,rgb_headers_rgb_12v,storage_devices_sata_3_gb_s,storage_devices_sata_6_gb_s,storage_devices_u2,usb_headers_usb_2_0,usb_headers_usb_3_2_gen_1,usb_headers_usb_3_2_gen_2,usb_headers_usb_3_2_gen_2x2,usb_headers_usb_4,usb_headers_usb_4_80g,wireless_networking
3874dc40-e43e-45bb-a15c-318524ea4373,Gigabyte AMD 990FX GA-970A-DS3P FX (rev. 2.1) AM3+/AM3 DDR3 ATX,Gigabyte,AMD,,,AM3+,3874dc40-e43e-45bb-a15c-318524ea4373.json,7.1,Realtek,False,1 x 1 Gb/s,False,False,AMD 990FX,BLACK | GREY,False,,,,,ATX,,,,,,,,,,,,,32,DDR3,4,,,GA-970A-DS3P FX (rev. 2.1),"[{""speed"": ""1 Gb/s"", ""controller"": ""Unknown"", ""_id"": ""69b3ab9afe073ff824ef6319""}]",,,,"[{""gen"": ""4.0"", ""quantity"": 2, ""lanes"": 16, ""_id"": ""69b3ab9afe073ff824ef6317""}, {""gen"": ""4.0"", ""quantity"": 3, ""lanes"": 1, ""_id"": ""69b3ab9afe073ff824ef6318""}]",,,True,,,0,6,0,3,1,0,0,0,,
389e97db-009a-4798-97c7-cc89c5ae5952,Gigabyte X99 GA-X99-UD3 LGA2011-3 DDR4 ATX,Gigabyte,X99,,,LGA 2011-3,389e97db-009a-4798-97c7-cc89c5ae5952.json,7.1,Realtek,False,1 x 1 Gb/s,False,False,Intel X99,BLACK | GOLD,False,,,,,ATX,,,,,,,,,,,,"[{""size"": ""2280"", ""key"": ""E"", ""interface"": ""PCIe 4.0 x4"", ""_id"": ""69b3ab9a7d50ea703048ef85""}, {""size"": ""2260-2280"", ""key"": ""M"", ""interface"": ""PCIe 4.0 x4"", ""_id"": ""69b3ab9a7d50ea703048ef86""}, {""size"": ""2280"", ""key"": ""M"", ""interface"": ""PCIe 4.0 x4"", ""_id"": ""69b3ab9a7d50ea703048ef87""}]",32,DDR4,4,,,GA-X99-UD3,"[{""speed"": ""1 Gb/s"", ""controller"": ""Unknown"", ""_id"": ""69b3ab9a7d50ea703048ef88""}]",,,,"[{""gen"": ""4.0"", ""quantity"": 4, ""lanes"": 16, ""_id"": ""69b3ab9a7d50ea703048ef83""}, {""gen"": ""4.0"", ""quantity"": 3, ""lanes"": 1, ""_id"": ""69b3ab9a7d50ea703048ef84""}]",,,True,,,0,10,0,2,1,0,0,0,,
38a9e513-6186-4f92-b108-fce12cd7f026,Gigabyte B560 AORUS PRO AX DDR4 ATX,Gigabyte,B560,,,LGA 1200,38a9e513-6186-4f92-b108-fce12cd7f026.json,7.1,Realtek,False,1 x 2.5 Gb/s (Intel),False,False,Intel B560,BLACK,False,,,,,ATX,,,,,B08YKFJXZH,,,,N82E16813145275R,209184983,,"[{""size"": ""2260-2280"", ""key"": ""M"", ""interface"": ""PCIe 4.0 x4"", ""_id"": ""69b3ab9afe073ff824ef6341""}, {""size"": ""2280"", ""key"": ""M"", ""interface"": ""PCIe 4.0 x4"", ""_id"": ""69b3ab9afe073ff824ef6342""}, {""size"": ""2260-2280"", ""key"": ""M"", ""interface"": ""PCIe 4.0 x4"", ""_id"": ""69b3ab9afe073ff824ef6343""}, {""size"": ""2280"", ""key"": ""M"", ""interface"": ""PCIe 4.0 x4"", ""_id"": ""69b3ab9afe073ff824ef6344""}, {""size"": ""2260-2280"", ""key"": ""M"", ""interface"": ""PCIe 4.0 x4"", ""_id"": ""69b3ab9afe073ff824ef6345""}, {""size"": ""2280"", ""key"": ""M"", ""interface"": ""PCIe 4.0 x4"", ""_id"": ""69b3ab9afe073ff824ef6346""}]",128,DDR4,4,,,B560 AORUS PRO AX | B560 AORUS PRO AX Rev.1.0 | GA-B560-AORUS-PRO-AX | B560,"[{""speed"": ""2.5 Gb/s"", ""controller"": ""Intel"", ""_id"": ""69b3ab9afe073ff824ef6347""}]",,,,"[{""gen"": ""4.0"", ""quantity"": 3, ""lanes"": 16, ""_id"": ""69b3ab9afe073ff824ef6340""}]",,,False,,,0,6,0,2,1,1,0,0,,
38b4da50-bd8c-4ceb-91ff-3fef5b7c7746,Asus H87 M-E DDR3 Micro ATX,ASUS,H87,,,LGA 1150,38b4da50-bd8c-4ceb-91ff-3fef5b7c7746.json,7.1,Realtek,False,1 x 1 Gb/s,False,False,Intel H87,BLACK | GOLD,False,,,,,Micro ATX,,,,,,,,,,,,,32,DDR3,4,,,H87M-E,"[{""speed"": ""1 Gb/s"", ""controller"": ""Unknown"", ""_id"": ""69b3ab9b36a2b96d5d83b1d7""}]",,,,"[{""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 16, ""_id"": ""69b3ab9b36a2b96d5d83b1d5""}, {""gen"": ""4.0"", ""quantity"": 3, ""lanes"": 1, ""_id"": ""69b3ab9b36a2b96d5d83b1d6""}]",,,True,,,0,6,0,3,1,0,0,0,,
38b6c734-c206-498a-a7b8-977af6384d1b,ASUS PRIME B760M-PLUS-CSM,ASUS,PRIME,B760M-PLUS-CSM,,LGA 1700,38b6c734-c206-498a-a7b8-977af6384d1b.json,7.1,Realtek,False,2 x USB 10Gbps ports (Type-A) | 4 x USB 2.0 ports (Type-A) | 1 x DisplayPort | 1 x HDMI port | 1 x Realtek 2.5Gb Ethernet port | 3 x Audio jacks | 1 x PS/2 Keyboard/Mouse combo port,False,True,Intel B760,GREY | BLACK,False,2,1,1,,Micro ATX,True,True,True,True,,,,https://www.asus.com/motherboards-components/motherboards/prime/prime-b760m-plus/helpdesk_manual?model2Name=PRIME-B760M-PLUS,,,,"[{""size"": ""2242/2260/2280"", ""key"": ""M"", ""interface"": ""PCIe 4.0 x4""}, {""size"": ""2242/2260/2280"", ""key"": ""M"", ""interface"": ""PCIe 4.0 x4""}]",192,DDR5,4,,Black/Silver,,"[{""speed"": ""2.5 Gb/s"", ""controller"": ""Realtek 2.5Gb Ethernet""}]",1,,,"[{""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 16}, {""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 1}]",8-pin,24-pin,True,3,1,,4,,3,2,,,,,
38c2476e-204e-4f5c-a70f-3ca98d5bc8d8,MSI AMD 970 970A-G43 Plus AM3+/AM3 DDR3 ATX,MSI,AMD,,,AM3+,38c2476e-204e-4f5c-a70f-3ca98d5bc8d8.json,7.1,Realtek,False,1 x 1 Gb/s,False,False,AMD 970,BLACK | GREY,False,,,,,ATX,,,,,,,,,,,,,32,DDR3,4,,,970A-G43 Plus,"[{""speed"": ""1 Gb/s"", ""controller"": ""Unknown"", ""_id"": ""69b3ab9bb3d0c7b56c55cb13""}]",,,,"[{""gen"": ""4.0"", ""quantity"": 2, ""lanes"": 16, ""_id"": ""69b3ab9bb3d0c7b56c55cb11""}, {""gen"": ""4.0"", ""quantity"": 2, ""lanes"": 1, ""_id"": ""69b3ab9bb3d0c7b56c55cb12""}]",,,True,,,0,6,0,3,1,0,0,0,,
38d00f41-76c6-4604-837a-5f93ed69c41c,Asus H610 PRIME H610M-E D4 LGA1700 DDR4 Micro ATX,ASUS,H610,,,LGA 1700,38d00f41-76c6-4604-837a-5f93ed69c41c.json,7.1,Realtek,False,1 x 1 Gb/s Ports (Realtek),False,False,Intel H610,GREY | BLACK,False,,,,,Micro ATX,,,,,B09NWCZC1N,,,,9SIBTK0KAF9706,998676867,,"[{""size"": ""2242-2260"", ""key"": ""M"", ""interface"": ""PCIe 4.0 x4"", ""_id"": ""69b3ab9bfe073ff824ef638c""}, {""size"": ""2280"", ""key"": ""M"", ""interface"": ""PCIe 4.0 x4"", ""_id"": ""69b3ab9bfe073ff824ef638d""}, {""size"": ""2242-2260"", ""key"": ""M"", ""interface"": ""PCIe 4.0 x4"", ""_id"": ""69b3ab9bfe073ff824ef638e""}, {""size"": ""2280"", ""key"": ""M"", ""interface"": ""PCIe 4.0 x4"", ""_id"": ""69b3ab9bfe073ff824ef638f""}]",64,DDR4,2,,,PRIME H610M-E D4 | 90MB19N0-M0EAY0 | H610M-E D4,"[{""speed"": ""1 Gb/s"", ""controller"": ""Realtek"", ""_id"": ""69b3ab9bfe073ff824ef6390""}]",,,,"[{""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 16, ""_id"": ""69b3ab9bfe073ff824ef638a""}, {""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 1, ""_id"": ""69b3ab9bfe073ff824ef638b""}]",,,False,,,0,0,0,2,1,0,0,0,,
38dd4534-9785-4e9f-95f2-df96a02fffba,ASRock B650E TAICHI AM5 DDR5 EATX,ASRock,B650E,,,AM5,38dd4534-9785-4e9f-95f2-df96a02fffba.json,7.1,Realtek,False,1 x 2.5 Gb/s Ports (Intel Killer E3100G),False,False,AMD B650E,BLACK,False,,,,,EATX,,,,,B0BK544CVY,,,,,,,"[{""size"": ""2230-2242"", ""key"": ""M"", ""interface"": ""PCIe 4.0 x4"", ""_id"": ""69b3ab9bfe073ff824ef63a6""}, {""size"": ""2280"", ""key"": ""M"", ""interface"": ""PCIe 4.0 x4"", ""_id"": ""69b3ab9bfe073ff824ef63a7""}, {""size"": ""2280"", ""key"": ""M"", ""interface"": ""PCIe 4.0 x4"", ""_id"": ""69b3ab9bfe073ff824ef63a8""}, {""size"": ""2280"", ""key"": ""M"", ""interface"": ""PCIe 4.0 x4"", ""_id"": ""69b3ab9bfe073ff824ef63a9""}, {""size"": ""2280"", ""key"": ""E"", ""interface"": ""PCIe 4.0 x4"", ""_id"": ""69b3ab9bfe073ff824ef63aa""}]",256,DDR5,4,,,B650E TAICHI | 90-MXBKG0-A0UAYZ,"[{""speed"": ""2.5 Gb/s"", ""controller"": ""Intel Killer E3100G"", ""_id"": ""69b3ab9bfe073ff824ef63ab""}]",,,,"[{""gen"": ""4.0"", ""quantity"": 2, ""lanes"": 16, ""_id"": ""69b3ab9bfe073ff824ef63a5""}]",,,True,,,0,0,0,2,1,0,1,0,,
38e24ccf-2e35-4ca8-bc5a-15fa47686193,ASUS B850M AYW GAMING WIFI-CSM,ASUS,,B850M AYW GAMING WIFI-CSM,2025,AM5,38e24ccf-2e35-4ca8-bc5a-15fa47686193.json,7.1,Realtek,False,2 x USB 10Gbps ports | 2 x USB 5Gbps ports | 4 x USB 2.0 ports | 1 x HDMI port | 1 x Wi-Fi module | 1 x Realtek 2.5Gb Ethernet port | 3 x Audio jacks | 1 x BIOS FlashBack button,False,True,AMD B850,BLACK | GREY,True,3,1,,,Micro ATX,True,True,True,True,,,,https://www.asus.com/motherboards-components/motherboards/csm/b850m-ayw-gaming-wifi-csm/,,,None,"[{""size"": ""2280"", ""key"": ""M"", ""interface"": ""PCIe 5.0 x4""}, {""size"": ""2280"", ""key"": ""M"", ""interface"": ""PCIe 4.0 x4""}, {""size"": ""2280"", ""key"": ""M"", ""interface"": ""PCIe 4.0 x4""}, {""size"": ""2280"", ""key"": ""M"", ""interface"": ""PCIe 4.0 x2""}]",128,DDR5,2,,Black/White,B850M AYW GAMING WIFI-CSM,"[{""speed"": ""2.5 Gb/s"", ""controller"": ""Realtek""}]",1,,,"[{""gen"": ""5.0"", ""quantity"": 1, ""lanes"": 16}, {""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 4}]",8-pin,24-pin,True,3,,0,4,0,2,1,1,0,0,,WiFi 6 Bluetooth 5.3
38f2dc76-f7b9-401a-80b8-6b28136771da,ASUS TUF X470-Plus Gaming,ASUS,TUF,,2018,AM4,38f2dc76-f7b9-401a-80b8-6b28136771da.json,7.1,Realtek ALC887-VD2,False,1 x PS/2 keyboard/mouse combo port(s) | 1 x DVI-D | 1 x HDMI | 1 x LAN (RJ45) port(s) | 2 x USB 3.1 Gen 2 Type-A | 1 x USB 3.1 Gen 1 (blue) USB Type-C | 2 x USB 2.0 | 2 x USB 3.1 Gen 1 (blue) | 3 x Audio jack(s),True,False,AMD X470,,False,,,,,ATX,,,,,B07C5YR3KS,,,,9SIBWH3K9W9650,818732934,,"[{""size"": ""2242/2260/2280/22110"", ""key"": ""M"", ""interface"": ""PCIE 3.0 x4"", ""_id"": ""69b3ab9cc0db8dfe4bc71820""}, {""size"": ""2242/2260/2280/22110"", ""key"": ""M"", ""interface"": ""SATA"", ""_id"": ""69b3ab9cc0db8dfe4bc71821""}, {""size"": ""2242/2260/2280"", ""key"": ""M"", ""interface"": ""SATA & PCIE 3.0 x2"", ""_id"": ""69b3ab9cc0db8dfe4bc71822""}]",64,DDR4,4,,,TUF X470-Plus Gaming | X470-Plus Gaming,"[{""speed"": ""1 Gb/s"", ""controller"": ""Realtek RTL8111H"", ""_id"": ""69b3ab9cc0db8dfe4bc71823""}]",,,,"[{""gen"": ""3.0"", ""quantity"": 1, ""lanes"": 16, ""_id"": ""69b3ab9cc0db8dfe4bc7181d""}, {""gen"": ""3.0"", ""quantity"": 1, ""lanes"": 8, ""_id"": ""69b3ab9cc0db8dfe4bc7181e""}, {""gen"": ""2.0"", ""quantity"": 3, ""lanes"": 1, ""_id"": ""69b3ab9cc0db8dfe4bc7181f""}]",,,True,,,0,6,0,2,1,2,0,0,,
38f5ecf2-3354-4de9-901f-bfeadfa20a4b,MSI B660 MAG TOMAHAWK WIFI DDR5 ATX LGA1700,MSI,B660,,,LGA 1700,38f5ecf2-3354-4de9-901f-bfeadfa20a4b.json,7.1,Realtek,False,1 x 2.5 Gb/s (Realtek RTL8125B-CG),False,False,Intel B660,BLACK | GREY,False,,,,,ATX,,,,,,,,,,,,"[{""size"": ""2242-2260"", ""key"": ""M"", ""interface"": ""PCIe 4.0 x4"", ""_id"": ""69b3ab9cfe073ff824ef63ce""}, {""size"": ""2280"", ""key"": ""M"", ""interface"": ""PCIe 4.0 x4"", ""_id"": ""69b3ab9cfe073ff824ef63cf""}, {""size"": ""2242-2260"", ""key"": ""M"", ""interface"": ""PCIe 4.0 x4"", ""_id"": ""69b3ab9cfe073ff824ef63d0""}, {""size"": ""2280"", ""key"": ""M"", ""interface"": ""PCIe 4.0 x4"", ""_id"": ""69b3ab9cfe073ff824ef63d1""}, {""size"": ""2242-2260"", ""key"": ""M"", ""interface"": ""PCIe 4.0 x4"", ""_id"": ""69b3ab9cfe073ff824ef63d2""}, {""size"": ""2280"", ""key"": ""M"", ""interface"": ""PCIe 4.0 x4"", ""_id"": ""69b3ab9cfe073ff824ef63d3""}, {""size"": ""2280"", ""key"": ""E"", ""interface"": ""PCIe 4.0 x4"", ""_id"": ""69b3ab9cfe073ff824ef63d4""}]",192,DDR5,4,,,MAG B660 TOMAHAWK WIFI | 7D41-012R,"[{""speed"": ""2.5 Gb/s"", ""controller"": ""Realtek RTL8125B-CG"", ""_id"": ""69b3ab9cfe073ff824ef63d5""}]",,,,"[{""gen"": ""4.0"", ""quantity"": 2, ""lanes"": 16, ""_id"": ""69b3ab9cfe073ff824ef63cc""}, {""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 1, ""_id"": ""69b3ab9cfe073ff824ef63cd""}]",,,True,,,0,6,0,2,1,1,0,0,,
38ff9056-84da-43d5-bed3-1129eddc70e0,ASROCK A620AI WIFI AM5 DDR5 MINI ITX,ASRock,,A620AI WIFI,2025,AM5,38ff9056-84da-43d5-bed3-1129eddc70e0.json,7.1,Realtek ALC897,False,2 x Antenna Ports | 1 x HDMI Port | 2 x USB 3.2 Gen2 Type-A Ports (10 Gb/s) | 1 x USB 3.2 Gen2 Type-C Port (10 Gb/s) | 1 x USB 3.2 Gen1 Port | 2 x USB 2.0 Ports | 2 x RJ-45 LAN Ports | 1 x BIOS Flashback Button | HD Audio Jacks: Line in / Front Speaker / Microphone,False,True,AMD A620A,BLACK,True,1,1,0,1,Mini-ITX,True,True,True,True,B0FJHMGM7N,,,https://www.asrock.com/mb/AMD/A620AI%20WiFi/index.asp#Specification,N82E16813162227,17407565316,RGB | ARGB,"[{""size"": ""2280"", ""key"": ""M"", ""interface"": ""PCIe 4.0 x4""}, {""size"": ""2280"", ""key"": ""M"", ""interface"": ""PCIe 3.0 x4 / SATA""}, {""size"": ""2230"", ""key"": ""E"", ""interface"": ""PCIe""}]",128,DDR5,2,2026-02-19T19:38:32.748Z,Black,A620AI WiFi | 90-MXBT50-A0UAYAZ,"[{""speed"": ""2.5 Gb/s"", ""controller"": ""Dragon RTL8125BG""}]",0,0,0,"[{""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 16}]",8-pin,24-pin,True,2,0,0,2,0,1,2,0,0,0,0,Wifi 6E
3902f4b5-6e77-4e19-872c-40e7ef4182c2,MSI Z97 S SLI Krait Edition LGA1150 DDR3 ATX,MSI,Z97,,,LGA 1150,3902f4b5-6e77-4e19-872c-40e7ef4182c2.json,7.1,Realtek,False,1 x 1 Gb/s,False,False,Intel Z97,BLACK | WHITE,False,,,,,ATX,,,,,B00OJZTSR8,,,,,42467053,,"[{""size"": ""2242-2260"", ""key"": ""M"", ""interface"": ""PCIe 4.0 x4"", ""_id"": ""69b3ab9c843b62bf624cc1c8""}, {""size"": ""2280"", ""key"": ""M"", ""interface"": ""PCIe 4.0 x4"", ""_id"": ""69b3ab9c843b62bf624cc1c9""}]",32,DDR3,4,,,Z97SSLIKrait EditionZ97S SLI KRAIT EDITION | Z97S SLI Krait Edition,"[{""speed"": ""1 Gb/s"", ""controller"": ""Unknown"", ""_id"": ""69b3ab9c843b62bf624cc1ca""}]",,,,"[{""gen"": ""4.0"", ""quantity"": 2, ""lanes"": 16, ""_id"": ""69b3ab9c843b62bf624cc1c6""}, {""gen"": ""4.0"", ""quantity"": 3, ""lanes"": 1, ""_id"": ""69b3ab9c843b62bf624cc1c7""}]",,,True,,,0,6,0,2,1,0,0,0,,
3922e25b-de5c-4910-b4a8-10e15c97fd84,ASRock H55 M-LE LGA1156 DDR3 Micro ATX,ASRock,H55,,,LGA 1156,3922e25b-de5c-4910-b4a8-10e15c97fd84.json,7.1,Realtek,False,1 x 1 Gb/s,False,False,Intel H55,BLACK | BLUE,False,,,,,Micro ATX,,,,,,,,,,,,,8,DDR3,2,,,H55M-LE,"[{""speed"": ""1 Gb/s"", ""controller"": ""Unknown"", ""_id"": ""69b3ab9ccf841c9bc5aa223a""}]",,,,"[{""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 16, ""_id"": ""69b3ab9ccf841c9bc5aa2238""}, {""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 1, ""_id"": ""69b3ab9ccf841c9bc5aa2239""}]",,,False,,,4,0,0,2,0,0,0,0,,
39249708-ded2-4727-be86-3bf8ace5555b,Asus B85 PRO GAMER LGA1150 DDR3 ATX,ASUS,B85,,,LGA 1150,39249708-ded2-4727-be86-3bf8ace5555b.json,7.1,Realtek,False,1 x 1 Gb/s,False,False,Intel B85,BLACK | RED,False,,,,,ATX,,,,,,,,,,,,,32,DDR3,4,,,B85-PRO-GAMER,"[{""speed"": ""1 Gb/s"", ""controller"": ""Unknown"", ""_id"": ""69b3ab9cfe073ff824ef63ed""}]",,,,"[{""gen"": ""4.0"", ""quantity"": 2, ""lanes"": 16, ""_id"": ""69b3ab9cfe073ff824ef63eb""}, {""gen"": ""4.0"", ""quantity"": 2, ""lanes"": 1, ""_id"": ""69b3ab9cfe073ff824ef63ec""}]",,,False,,,2,4,0,2,1,0,0,0,,
3939695d-df8c-485e-9d38-c12b2dfe8ec0,ASRock X570 Taichi,ASRock,,,2019,AM4,3939695d-df8c-485e-9d38-c12b2dfe8ec0.json,,,False,,False,False,AMD X570,,False,,,,,ATX,,,,,B07TD911Y2,,,,9SIB2N5HMW4866,,,,0,DDR4,4,,,X570 Taichi,,,,,,,,False,,,0,0,0,0,0,0,0,0,,
39426ea6-4ae2-444f-adf3-7b51c12fdf70,Gigabyte Z490 UD LGA1200 DDR4 ATX,Gigabyte,Z490,,,LGA 1200,39426ea6-4ae2-444f-adf3-7b51c12fdf70.json,7.1,Realtek,False,1 x 1 Gb/s (Realtek),False,False,Intel Z490,BLACK | GREY,False,,,,,ATX,,,,,B087H23JF2,,,,9SIBWH3K9U7872,665189427,,"[{""size"": ""2280"", ""key"": ""M"", ""interface"": ""PCIe 4.0 x4"", ""_id"": ""69b3ab9d744e69396d55d656""}, {""size"": ""2242-2260"", ""key"": ""M"", ""interface"": ""PCIe 4.0 x4"", ""_id"": ""69b3ab9d744e69396d55d657""}, {""size"": ""2280"", ""key"": ""M"", ""interface"": ""PCIe 4.0 x4"", ""_id"": ""69b3ab9d744e69396d55d658""}, {""size"": ""2242-2260"", ""key"": ""M"", ""interface"": ""PCIe 4.0 x4"", ""_id"": ""69b3ab9d744e69396d55d659""}, {""size"": ""2280"", ""key"": ""M"", ""interface"": ""PCIe 4.0 x4"", ""_id"": ""69b3ab9d744e69396d55d65a""}]",128,DDR4,4,,,Z490 UD | GMZ49UD-00-G | GA-Z490-UD,"[{""speed"": ""1 Gb/s"", ""controller"": ""Realtek"", ""_id"": ""69b3ab9d744e69396d55d65b""}]",,,,"[{""gen"": ""4.0"", ""quantity"": 2, ""lanes"": 16, ""_id"": ""69b3ab9d744e69396d55d654""}, {""gen"": ""4.0"", ""quantity"": 3, ""lanes"": 1, ""_id"": ""69b3ab9d744e69396d55d655""}]",,,True,,,0,6,0,1,1,0,0,0,,
39548311-6040-43a3-952d-6159db42a996,Gigabyte Z490 GAMING X DDR4 ATX,Gigabyte,Z490,,,LGA 1200,39548311-6040-43a3-952d-6159db42a996.json,7.1,Realtek,False,1 x 1 Gb/s (Intel),False,False,Intel Z490,BLACK | GREY,False,,,,,ATX,,,,,,,,,,,,"[{""size"": ""2242-2280"", ""key"": ""M"", ""interface"": ""PCIe 4.0 x4"", ""_id"": ""69b3ab9d3722c3e205bd0386""}, {""size"": ""2280"", ""key"": ""M"", ""interface"": ""PCIe 4.0 x4"", ""_id"": ""69b3ab9d3722c3e205bd0387""}, {""size"": ""2242-2260"", ""key"": ""M"", ""interface"": ""PCIe 4.0 x4"", ""_id"": ""69b3ab9d3722c3e205bd0388""}, {""size"": ""2280"", ""key"": ""M"", ""interface"": ""PCIe 4.0 x4"", ""_id"": ""69b3ab9d3722c3e205bd0389""}, {""size"": ""2242-2260"", ""key"": ""M"", ""interface"": ""PCIe 4.0 x4"", ""_id"": ""69b3ab9d3722c3e205bd038a""}, {""size"": ""2280"", ""key"": ""M"", ""interface"": ""PCIe 4.0 x4"", ""_id"": ""69b3ab9d3722c3e205bd038b""}]",128,DDR4,4,,,Z490 GAMING X | GA-Z490-GAMING-X,"[{""speed"": ""1 Gb/s"", ""controller"": ""Intel"", ""_id"": ""69b3ab9d3722c3e205bd038c""}]",,,,"[{""gen"": ""4.0"", ""quantity"": 2, ""lanes"": 16, ""_id"": ""69b3ab9d3722c3e205bd0384""}, {""gen"": ""4.0"", ""quantity"": 3, ""lanes"": 1, ""_id"": ""69b3ab9d3722c3e205bd0385""}]",,,True,,,0,6,0,1,1,0,0,0,,
395770a4-6600-4987-ae26-8fad86f5b553,MSI B760 PRO M-P DDR4 Micro ATX,MSI,B760,,,LGA 1700,395770a4-6600-4987-ae26-8fad86f5b553.json,7.1,Realtek,False,1 x 1 Gb/s Ports (Realtek 8111H),False,False,Intel B760,BLACK,False,,,,,Micro ATX,,,,,B0BZ9T4KF6,,,,N82E16813144597,3584633003,,"[{""size"": ""2242-2260"", ""key"": ""M"", ""interface"": ""PCIe 4.0 x4"", ""_id"": ""69b3ab9d744e69396d55d68b""}, {""size"": ""2280"", ""key"": ""M"", ""interface"": ""PCIe 4.0 x4"", ""_id"": ""69b3ab9d744e69396d55d68c""}, {""size"": ""2242-2260"", ""key"": ""M"", ""interface"": ""PCIe 4.0 x4"", ""_id"": ""69b3ab9d744e69396d55d68d""}, {""size"": ""2280"", ""key"": ""M"", ""interface"": ""PCIe 4.0 x4"", ""_id"": ""69b3ab9d744e69396d55d68e""}]",128,DDR4,4,,,PRO B760M-P DDR4 | 7E02-001R | 911-7E02-001,"[{""speed"": ""1 Gb/s"", ""controller"": ""Realtek 8111H"", ""_id"": ""69b3ab9d744e69396d55d68f""}]",,,,"[{""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 16, ""_id"": ""69b3ab9d744e69396d55d689""}, {""gen"": ""4.0"", ""quantity"": 2, ""lanes"": 1, ""_id"": ""69b3ab9d744e69396d55d68a""}]",,,True,,,0,0,0,2,1,0,0,0,,
39794990-979b-4e9d-a5f4-151df5834be9,Asus TUF GAMING B760M-PLUS WIFI D4,ASUS,TUF GAMING,B760M-PLUS WIFI D4,,LGA 1700,39794990-979b-4e9d-a5f4-151df5834be9.json,7.1,Realtek,False,1 x 2.5 Gb/s Ports (Realtek),False,False,Intel B760,BLACK | ORANGE,False,,,,,Micro ATX,,,,,B0BR8TRLRB,,,,N82E16813119623,2910207666,,"[{""size"": ""2242-2260"", ""key"": ""M"", ""interface"": ""PCIe 4.0 x4""}, {""size"": ""2280"", ""key"": ""M"", ""interface"": ""PCIe 4.0 x4""}, {""size"": ""2242-2260"", ""key"": ""M"", ""interface"": ""PCIe 4.0 x4""}, {""size"": ""2280"", ""key"": ""M"", ""interface"": ""PCIe 4.0 x4""}]",128,DDR4,4,,Black,TUF GAMING B760M-PLUS WIFI D4 | 90MB1DG0-M1EAY0 | 90MB1DG0-M0AAY0 | 90MB1DG0-M0EAY0,"[{""speed"": ""2.5 Gb/s"", ""controller"": ""Realtek""}]",,,,"[{""gen"": ""4.0"", ""quantity"": 2, ""lanes"": 16}, {""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 1}]",,,True,,,0,0,0,2,1,1,0,0,,
3986b3be-2d31-46a0-a138-2ea5dc73e56c,Asus P43 P5P43TD/USB3 LGA775 DDR3 ATX,ASUS,P43,,,LGA 775,3986b3be-2d31-46a0-a138-2ea5dc73e56c.json,7.1,Realtek,False,1 x 1 Gb/s,False,False,Intel P43,,False,,,,,ATX,,,,,,,,,,,,,16,DDR3,4,,,P5P43TD | USB3,"[{""speed"": ""1 Gb/s"", ""controller"": ""Unknown"", ""_id"": ""69b3ab9dcf841c9bc5aa227c""}]",,,,"[{""gen"": ""4.0"", ""quantity"": 1, ""lanes"": 16, ""_id"": ""69b3ab9dcf841c9bc5aa227a""}, {""gen"": ""4.0"", ""quantity"": 2, ""lanes"": 1, ""_id"": ""69b3ab9dcf841c9bc5aa227b""}]",,,False,,,6,0,0,3,0,0,0,0,,
