opendb_id,metadata_name,metadata_manufacturer,metadata_series,metadata_variant,metadata_releaseYear,_source_file,capacity,cas_latency,color,ecc,form_factor,general_product_information_amazon_sku,general_product_information_bestbuy_sku,general_product_information_ibuypower_sku,general_product_information_manufacturer_url,general_product_information_newegg_sku,general_product_information_walmart_sku,heat_spreader,height,lighting,metadata_last_manually_spec_verified_at,metadata_manufacturer_color,metadata_part_numbers,modules_capacity_gb,modules_quantity,profile_support,ram_type,registered,rgb,speed,timings,voltage
5144f61a-f0d6-4784-8774-842f62824e7c,ADATA XPG GAMMIX D45 Black DDR4-3200 CL16 16GB (2x8GB),ADATA,XPG,3200 CL16,,5144f61a-f0d6-4784-8774-842f62824e7c.json,16,16,BLACK,Non-ECC,288-pin DIMM,,,,,,,True,,,,,AX4U32008G16A-DCBKD45,8,2,,DDR4,Unbuffered,False,3200,,
51685dd5-922e-452e-8b89-a124fa9679a1,Kingston FURY Beast RGB DDR5-6000 CL30 32GB (1x32GB),Kingston,FURY,6000 CL30,,51685dd5-922e-452e-8b89-a124fa9679a1.json,32,30,WHITE,Non-ECC,288-pin DIMM,B0CYM3HX1P,,,,,5459043490,True,,,,,KF560C30BWA-32,32,1,,DDR5,Unbuffered,True,6000,,
5169566e-66ba-4d22-a6cb-0316389b13be,Crucial Ballistix Sport Black / Silver DDR3-1600 CL9 8GB (1x8GB),Crucial,Ballistix,1600 CL9,,5169566e-66ba-4d22-a6cb-0316389b13be.json,8,9,BLACK | GREY,Non-ECC,240-pin DIMM,B006YG9E7O,,,,,33384864,True,,,,,BLS8G3D1609DS1S00 | BLS8G3D1609DS1S00CEU,8,1,,DDR3,Unbuffered,False,1600,,
5189b6f5-eeb0-4f50-bc20-eb9619834403,TEAMGROUP T-Force Delta RGB 32GB (2x16GB) DDR5-6000 CL28 White,TEAMGROUP,T-Force,6000 CL28,2023,5189b6f5-eeb0-4f50-bc20-eb9619834403.json,32,28,WHITE,Non-ECC,288-pin DIMM,B0F8QCN2SZ,,,https://www.teamgroupinc.com/en/product-detail/memory/T-FORCE/delta-rgb-ddr5-white/delta-rgb-ddr5-white-FF4D532G6000HC28ADC01/,N82E16820985265,13400708347,True,46.1,ARGB,,White,FF4D532G6000HC28ADC01,16,2,XMP | EXPO,DDR5,Unbuffered,True,6000,28-36-36-76,1.4
51b184cf-b0d3-4488-8385-773fd295071e,Kingston FURY Impact Black SODIMM DDR5-5600 CL40 32GB (1x32GB),Kingston,FURY,5600 CL40,,51b184cf-b0d3-4488-8385-773fd295071e.json,32,40,BLACK,Non-ECC,262-pin SO-DIMM,B0BRTJZL5H,,,,0RN-001J-014K1,2292324206,False,,,,,KF556S40IB-32,32,1,,DDR5,Unbuffered,False,5600,,
51ba1e70-a1fc-4e31-88a0-7f1b14c75042,CORSAIR VENGEANCE DDR5 RAM 64GB (2x32GB) 5600MHz CL40-40-40-77 1.25V Intel XMP Desktop Computer Memory - Black (CMK64GX5M2B5600C40),Corsair,VENGEANCE,,2022,51ba1e70-a1fc-4e31-88a0-7f1b14c75042.json,64,40,,Non-ECC,288-pin DIMM,B0C4Y4Z45M,,,,,,True,0,None,,White,CMK64GX5M2B5600C40W,32,2,XMP,DDR5,Unbuffered,False,5600,40-40-40-77,1.25
51c1650f-8141-4357-9366-7abe311efcae,Silicon Power XPOWER Storm RGB DDR5-8000 CL38 64GB (2x32GB),Silicon Power,XPOWER,8000 CL38,,51c1650f-8141-4357-9366-7abe311efcae.json,64,38,WHITE,Non-ECC,288-pin DIMM,,,,,,,True,,,,,SP064GXLWU800FDL,32,2,,DDR5,Unbuffered,True,8000,38-48-48-128,
51d14f6b-e4cf-4258-914e-4f16efd67524,Corsair Vengeance RGB 32GB (2x16GB) DDR5 6000 CL36 White,Corsair,Vengeance RGB,6000 CL36,2023,51d14f6b-e4cf-4258-914e-4f16efd67524.json,32,36,WHITE | RGB,Non-ECC,288-pin DIMM,B0CDY46PFK,6562319,,https://www.corsair.com/us/en/p/memory/cmh32gx5m2d6000c36w/vengeance-rgb-32gb-2x16gb-ddr5-dram-6000mhz-c36-memory-kit-white-cmh32gx5m2d6000c36w#tab-techspecs,N82E16820982058,1851215019,True,44,,2026-04-05T15:47:33.712Z,White,CMH32GX5M2E6000C36W,16,2,XMP | EXPO,DDR5,Unbuffered,True,6000,36-44-44-96,1.35
51df25e2-096a-425d-b476-c59b61cbb89e,Kingston FURY Renegade Silver / Black DDR5-6400 CL32 48GB (2x24GB),Kingston,FURY,6400 CL32,,51df25e2-096a-425d-b476-c59b61cbb89e.json,48,32,GREY | BLACK,Non-ECC,288-pin DIMM,,,,,,,True,,,,,KF564C32RSK2-48,24,2,,DDR5,Unbuffered,False,6400,,
51dffebb-e025-445e-b568-5315a6f79fbd,G.Skill Trident Z Royal Silver DDR4-3600 CL19 32GB (2x16GB),G.SKILL,Trident,3600 CL19,,51dffebb-e025-445e-b568-5315a6f79fbd.json,32,19,GREY,Non-ECC,288-pin DIMM,B07SQ3T4X3,,,,9SIBCS7K638385,311654993,True,,,,,F4-3600C19D-32GTRS,16,2,,DDR4,Unbuffered,False,3600,19-20-20-40,
51e85851-7bb0-42f9-af05-2abe52dbc7aa,Crucial CT16G4DFD8266 Green / Black DDR4-2666 CL19 16GB (1x16GB),Crucial,CT16G4DFD8266,2666 CL19,,51e85851-7bb0-42f9-af05-2abe52dbc7aa.json,16,19,GREEN | BLACK,Non-ECC,288-pin DIMM,B0734V1YVL,,,,,831346862,False,,,,,CT16G4DFD8266,16,1,,DDR4,Unbuffered,False,2666,,
52103f06-c6a2-4e64-a639-ab83809e3f43,Corsair Vengeance RGB Pro SL DDR4-3200 CL16 128GB (4x32GB),Corsair,Vengeance,3200 CL16,,52103f06-c6a2-4e64-a639-ab83809e3f43.json,128,16,BLACK,Non-ECC,288-pin DIMM,B08SQD14BY,,,,,975220136,False,,,,,CMH128GX4M4E3200C16,32,4,,DDR4,Unbuffered,True,3200,16-20-20-38,
521b6f9c-a059-489b-8c78-4ae25f183b89,Corsair Vengeance Pro Black / Silver DDR3-1866 CL9 16GB (2x8GB),Corsair,Vengeance,1866 CL9,,521b6f9c-a059-489b-8c78-4ae25f183b89.json,16,9,BLACK | GREY,Non-ECC,240-pin DIMM,,,,,,,True,,,,,CMY16GX3M2A1866C9,8,2,,DDR3,Unbuffered,False,1866,9-9-9-24,
5224683c-3652-454c-a157-1fd86146934a,TEAMGROUP T-Force Delta RGB Black / Silver DDR5-7800 CL38 32GB (2x16GB),TEAMGROUP,T-Force,7800 CL38,,5224683c-3652-454c-a157-1fd86146934a.json,32,38,BLACK | GREY,Non-ECC,288-pin DIMM,B0BP7826V8,,,,N82E16820331936,3159470324,True,,,,,FF3D532G7800HC38DDC01,16,2,,DDR5,Unbuffered,True,7800,38-48-48-84,
52263a7c-a706-4a20-8bf8-0c70d9672e07,G.Skill FORTIS Black / Red DDR4-2400 CL15 16GB (2x8GB),G.SKILL,FORTIS,2400 CL15,,52263a7c-a706-4a20-8bf8-0c70d9672e07.json,16,15,BLACK | RED,Non-ECC,288-pin DIMM,,,,,,,True,,,,,F4-2400C15D-16GFT,8,2,,DDR4,Unbuffered,False,2400,15-15-15-39,
5228035e-74f2-4355-b3f8-c6181bd872d9,Kingston HyperX Fury White / Silver DDR3-1866 CL10 16GB (2x8GB),Kingston,HyperX,1866 CL10,,5228035e-74f2-4355-b3f8-c6181bd872d9.json,16,10,WHITE | GREY,Non-ECC,240-pin DIMM,,,,,,,True,,,,,HX318C10FWK2 | 16,8,2,,DDR3,Unbuffered,False,1866,,
522e4ea2-38f5-481b-97b0-a20357204484,TEAMGROUP T-CREATE EXPERT DDR5-6000 128GB (2x64GB) CL40 Black,TEAMGROUP,T-CREATE EXPERT DDR5,,,522e4ea2-38f5-481b-97b0-a20357204484.json,128,40,BLACK,Non-ECC,288-pin DIMM,,,,,,,,,,,,CTCED5128G6000HC40FDC01,64,2,XMP | EXPO,DDR5,Unbuffered,,6000,40-52-52-96,1.25
524c9053-f2d5-4559-8a52-7582bd97ab71,G.Skill Trident Z Neo Silver / Black DDR4-3200 CL16 64GB (4x16GB),G.SKILL,Trident,3200 CL16,,524c9053-f2d5-4559-8a52-7582bd97ab71.json,64,16,GREY | BLACK,Non-ECC,288-pin DIMM,,,,,,,True,,,,,F4-3200C16Q-64GTZN,16,4,,DDR4,Unbuffered,False,3200,16-18-18-38,
52500292-0f4a-4308-a874-e90622ec4c58,OLOy OWL RGB Black DDR4-3200 CL16 16GB (2x8GB),OLOy,OWL,3200 CL16,,52500292-0f4a-4308-a874-e90622ec4c58.json,16,16,BLACK,Non-ECC,288-pin DIMM,,,,,,,True,,,,,ND4U0832161BHJDA,8,2,,DDR4,Unbuffered,True,3200,16-20-20-38,
525b98cc-a665-418e-a95e-fac3fca114db,Patriot Signature Premium Black DDR4-2400 CL17 8GB (2x4GB),Patriot,Signature,2400 CL17,,525b98cc-a665-418e-a95e-fac3fca114db.json,8,17,BLACK,Non-ECC,288-pin DIMM,B07Q8JTLYF,,,,,,True,,,,,PSP48G2400KH1,4,2,,DDR4,Unbuffered,False,2400,17-17-17-39,
527ee61b-c314-48d3-92b9-e3f3a2fb72bf,Corsair Vengeance RGB Black / Gray DDR5-6400 CL32 32GB (2x16GB),Corsair,Vengeance,,,527ee61b-c314-48d3-92b9-e3f3a2fb72bf.json,32,32,BLACK | GREY,Non-ECC,288-pin DIMM,B0BPL82FD9,6542592,,,N82E16820236945,6765555436,True,,ARGB,,Black,CMH32GX5M2B6400C32,16,2,XMP,DDR5,Unbuffered,True,6400,32-40-40-84,
5296ba67-983e-425e-9c96-60213bb1fac5,TEAMGROUP T-Force Delta RGB Black DDR5-6000 CL38 8GB (1x8GB),TEAMGROUP,T-Force,6000 CL38,,5296ba67-983e-425e-9c96-60213bb1fac5.json,8,38,BLACK,Non-ECC,288-pin DIMM,,,,,,,True,,,,,FF3D58G6000HC38A01,8,1,,DDR5,Unbuffered,True,6000,,
529db18d-cb2b-4800-92c7-9989fadf7618,TEAMGROUP T-Force Vulcan Black DDR5-5600 CL38 32GB (1x32GB),TEAMGROUP,T-Force,5600 CL38,,529db18d-cb2b-4800-92c7-9989fadf7618.json,32,38,BLACK,Non-ECC,288-pin DIMM,,,,,,,True,,,,,FLBD532G5600HC38G01,32,1,,DDR5,Unbuffered,False,5600,38-46-46-76,
529ea69f-7678-41ac-a86d-4f1a2b7ecf38,Crucial Ballistix White DDR4-3200 CL16 16GB (2x8GB),Crucial,Ballistix,3200 CL16,,529ea69f-7678-41ac-a86d-4f1a2b7ecf38.json,16,16,WHITE,Non-ECC,288-pin DIMM,,,,,,,True,,,,,BL2K8G32C16U4W,8,2,,DDR4,Unbuffered,False,3200,,
52a4ffde-e636-4bc8-b721-77bcc0e38b45,TEAMGROUP T-Force Delta RGB 96GB (2x48GB) DDR5-7000 CL34 Black,TEAMGROUP,T-Force,7000 CL34,2024,52a4ffde-e636-4bc8-b721-77bcc0e38b45.json,96,34,BLACK,Non-ECC,288-pin DIMM,,,,https://www.teamgroupinc.com/en/product-detail/memory/T-FORCE/delta-rgb-ddr5-black/delta-rgb-ddr5-black-FF3D596G7000HC34ADC01/,,,True,46.1,ARGB,,Black,FF3D596G7000HC34ADC01,48,2,XMP | EXPO,DDR5,Unbuffered,True,7000,34-42-42-84,1.4
52a8fdd1-5c4a-48ff-a0e1-e5ea3a6accc6,Corsair Vengeance RGB Black / Gray DDR5-6000 CL30 32GB (2x16GB),Corsair,Vengeance,,,52a8fdd1-5c4a-48ff-a0e1-e5ea3a6accc6.json,32,30,BLACK | GREY,Non-ECC,288-pin DIMM,B0C3RWFPJG,,,,N82E16820982008,2915653896,True,,None,,Black,CMH32GX5M2B6000C30,16,2,XMP,DDR5,Unbuffered,True,6000,30-36-36-76,
52b48593-976e-4373-a5db-f5a4e9c756cf,G.Skill Trident Z5 Neo RGB Matte Black DDR5-6000 CL32 64GB (2x32GB),G.SKILL,Trident Z5 Neo RGB,,2022,52b48593-976e-4373-a5db-f5a4e9c756cf.json,64,32,BLACK,Non-ECC,288-pin DIMM,B0BJNTRFMP,,,https://www.gskill.com/product/165/390/1665020956/F5-6000J3238G32GX2-TZ5NR,N82E16820374444,,True,44,ARGB,,Matte Black,F5-6000J3238G32GX2-TZ5NR,32,2,XMP,DDR5,Unbuffered,True,6000,32-38-38-96,1.35
52b90a5c-6db3-418c-baa7-1312c16e2233,ADATA XPG SPECTRIX D35G RGB Black DDR4-3200 CL16 32GB (2x16GB),ADATA,XPG,3200 CL16,,52b90a5c-6db3-418c-baa7-1312c16e2233.json,32,16,BLACK,Non-ECC,288-pin DIMM,B0CB1S4VC3,,,,N82E16820246082,5126088206,True,,,,,AX4U320016G16A-DTBKD35G,16,2,,DDR4,Unbuffered,True,3200,,
52be8a35-4b5d-45a0-9a83-3be7c14a76e5,Silicon Power XPOWER Zenith RGB Gaming Black DDR4-3200 CL16 32GB (2x16GB),Silicon Power,XPOWER Zenith RGB,3200 CL16,,52be8a35-4b5d-45a0-9a83-3be7c14a76e5.json,32,16,BLACK,Non-ECC,288-pin DIMM,,,,https://www.silicon-power.com/product-detail/XPOWER_Zenith_RGB_DDR4_Gaming_UDIMM/,,,True,38.5,,2025-11-30T12:13:29.919Z,,SP032GXLZU320FDD,16,2,,DDR4,Unbuffered,True,3200,16-18-18-38,1.35
52c1d179-85c5-4089-a1e0-8d80e9412330,Adata DDR5-5600 U-DIMM 32GB (1x32GB) CL46 Black,ADATA,DDR5-5600 U-DIMM,,2022,52c1d179-85c5-4089-a1e0-8d80e9412330.json,32,46,BLACK,Non-ECC,288-pin DIMM,B09LYKKMJX,,,https://www.adata.com/in/consumer/category/computer-memory/dram-module-ddr5-5600-u-dimm/,,,False,31,None,,Black,AD5U560032G-S,32,1,,DDR5,Unbuffered,False,5600,46-45-45,1.1
52d434ef-5ec1-4cdb-b64b-49c45d8990d9,Corsair Vengeance RGB Pro SL White / Black DDR4-3200 CL16 16GB (2x8GB),Corsair,Vengeance,3200 CL16,,52d434ef-5ec1-4cdb-b64b-49c45d8990d9.json,16,16,WHITE | BLACK,Non-ECC,288-pin DIMM,B08SQL9PZC,6457794,,,N82E16820236704,256400542,True,,,,,CMH16GX4M2E3200C16W,8,2,,DDR4,Unbuffered,True,3200,16-20-20-38,
52dfb199-ceab-4563-b7af-c9db927d149e,G.Skill Ripjaws M5 RGB Black DDR5-5200 CL40 32GB (2x16GB),G.SKILL,Ripjaws,5200 CL40,,52dfb199-ceab-4563-b7af-c9db927d149e.json,32,40,BLACK,Non-ECC,288-pin DIMM,B0D4RP3XPT,,,https://www.gskill.com/products/1/165/Desktop-Memory-U-DIMM-CU-DIMM,N82E16820374544,6111372515,True,,,2025-09-19T18:54:10.749Z,,F5-5200J4040A16GX2-RM5RK,16,2,,DDR5,Unbuffered,True,5200,40-40-40-83,1.1
52ed6d53-1cf9-498d-8449-4de8a2eb0e5d,Kingston Fury Renegade RGB Silver / Black DDR5-6400 CL32 32GB (2x16GB),Kingston,Fury,6400 CL32,,52ed6d53-1cf9-498d-8449-4de8a2eb0e5d.json,32,32,GREY | BLACK,Non-ECC,288-pin DIMM,B0B72BM63Q,,,,N82E16820242722,1612207214,True,,,,,KF564C32RSAK2-32,16,2,,DDR5,Unbuffered,True,6400,,
52ef6ce0-7deb-4c13-8029-e26d52731a98,GeIL Polaris White DDR5-5200 CL34 32GB (2x16GB),GeIL,Polaris,5200 CL34,,52ef6ce0-7deb-4c13-8029-e26d52731a98.json,32,34,WHITE,Non-ECC,288-pin DIMM,,,,,,,True,,,,,GAOW532GB5200C34ADC,16,2,,DDR5,Unbuffered,False,5200,34-38-38-78,
53284cb3-5fec-4d53-8ab3-8ea9cb8d0d13,Crucial Ballistix Black DDR4-3600 CL16 16GB (2x8GB),Crucial,Ballistix,3600 CL16,,53284cb3-5fec-4d53-8ab3-8ea9cb8d0d13.json,16,16,BLACK,Non-ECC,288-pin DIMM,,,,,,,True,,,,,BL2K8G36C16U4B,8,2,,DDR4,Unbuffered,False,3600,16-18-18-38,
53365f0f-3ec4-436a-8b4a-2e13ad9610da,V-Color TRA564G60D434Q Registered White DDR5-6000 CL34 256GB (4x64GB),v-color,TRA564G60D434Q,6000 CL34,,53365f0f-3ec4-436a-8b4a-2e13ad9610da.json,256,34,WHITE,Non-ECC,288-pin DIMM,B0D475DPJ6,,,,1X5-0039-00027,,True,,,,,TRA564G60D434Q,64,4,,DDR5,Unbuffered,False,6000,34-38-38-96,
533ca596-22b9-4703-b8b5-39b59395749e,Innodisk VLP ECC UDIMM DDR5-5600 16GB (1x16GB) CL36,Innodisk,VLP DDR5 ECC UDIMM,,,533ca596-22b9-4703-b8b5-39b59395749e.json,16,36,BLACK,Non-ECC,288-pin DIMM,,,,,,,,,,,,M5C0-AGS2SCZQ,16,1,EXPO,DDR5,Unbuffered,,5600,,1.1
5340647a-8ab4-4472-a3da-6b9942588850,Silicon Power DDR5 32GB (2x16GB) Zenith 5200MHz CL40 BLACK,Silicon Power,XPOWER Zenith,5200 CL40,,5340647a-8ab4-4472-a3da-6b9942588850.json,32,40,BLACK,Non-ECC,288-pin DIMM,,,,https://www.silicon-power.com/product-detail/XPOWER_Zenith_DDR5_Gaming_UDIMM/,,,True,38.5,,2025-11-13T13:09:58.091Z,,SP032GXLWU520FSE,16,2,,DDR5,Unbuffered,,5200,40-40-40-76,1.25
534a54e7-7014-4a46-ab2c-609f55efc93c,G.Skill Ripjaws Black / Silver SODIMM DDR5-4800 CL38 32GB (2x16GB),G.SKILL,Ripjaws,4800 CL38,,534a54e7-7014-4a46-ab2c-609f55efc93c.json,32,38,BLACK | GREY,Non-ECC,262-pin SO-DIMM,,,,,N82E16820374390,,False,,,,,F5-4800S3838A16GA2-RS | F5-4800S3838A16GX2-RS,16,2,,DDR5,Unbuffered,False,4800,38-38-38-76,
5351cfeb-26fb-4ba7-bb30-9b235f490c76,Kingston FURY Renegade Black DDR4-5333 CL20 16GB (2x8GB),Kingston,FURY,5333 CL20,,5351cfeb-26fb-4ba7-bb30-9b235f490c76.json,16,20,BLACK,Non-ECC,288-pin DIMM,B097RHGD7T,,,,9SIBKYEK6W4519,322640457,True,,,,,KF453C20RBK2 | 16 | KF453C20RBK2/16 | HX453C20PB3K2/16,8,2,,DDR4,Unbuffered,False,5333,,
5371b7d0-ffa0-4d5e-8588-993a5c173a02,TEAMGROUP Xtreem White DDR5-6000 CL30 32GB (2x16GB),TEAMGROUP,Xtreem,6000 CL30,,5371b7d0-ffa0-4d5e-8588-993a5c173a02.json,32,30,WHITE,Non-ECC,288-pin DIMM,,,,,,,True,,,,,FFWD532G6000HC30DC01,16,2,,DDR5,Unbuffered,False,6000,,
5394ca0c-997d-4ad4-8915-6b0076482c3c,Silicon Power SP064GBLVU480F22 DDR5-4800 CL40 64GB (2x32GB),Silicon Power,SP064GBLVU480F22,4800 CL40,,5394ca0c-997d-4ad4-8915-6b0076482c3c.json,64,40,,Non-ECC,288-pin DIMM,,,,,,,False,,,,,SP064GBLVU480F22,32,2,,DDR5,Unbuffered,False,4800,,
53b0e992-bc48-4477-8ac0-8376ea86460d,G.Skill Trident Z5 RGB Matte Black DDR5-7600 CL36 32GB (2x16GB),G.SKILL,Trident Z5 RGB,,2021,53b0e992-bc48-4477-8ac0-8376ea86460d.json,32,36,BLACK,Non-ECC,288-pin DIMM,B0BJ84L4QT,,,https://www.gskill.com/product/165/374/1665644764/F5-7600J3646G16GX2-TZ5RK,N82E16820374438,2751056995,True,44,ARGB,,Matte Black,F5-7600J3646G16GX2-TZ5RK,16,2,XMP,DDR5,Unbuffered,True,7600,36-46-46-121,1.4
53b1e8bc-ece9-48a4-88ae-658c2c094941,Corsair Vengeance RGB Pro 16GB (2x8GB) DDR4 3600 CL18 White,Corsair,Vengeance RGB Pro,3600 CL18,2019,53b1e8bc-ece9-48a4-88ae-658c2c094941.json,16,18,WHITE | RGB,Non-ECC,288-pin DIMM,B085SNZQTJ,,,https://www.corsair.com/us/en/p/memory/cmw16gx4m2c3600c18w/vengeancea-rgb-pro-16gb-2-x-8gb-ddr4-dram-3600mhz-c18-memory-kit-a-white-cmw16gx4m2c3600c18w#tab-techspecs,N82E16820236626,102722199,True,51,,2026-04-12T13:04:01.584Z,White,CMW16GX4M2D3600C18W,8,2,XMP | EXPO,DDR4,Unbuffered,True,3600,18-22-22-42,1.35
53bbee29-46fd-48c2-b7e0-ee92921d8a69,Patriot Viper 4 Blackout DDR4-3200 CL16 16GB (2x8GB),Patriot,Viper,3200 CL16,,53bbee29-46fd-48c2-b7e0-ee92921d8a69.json,16,16,BLACK,Non-ECC,288-pin DIMM,B07TS98LM6,,,,N82E16820221066,618115663,True,,,,,PVB416G320C6K,8,2,,DDR4,Unbuffered,False,3200,16-18-18-36,
53c21a8d-a300-4ac6-885f-c2d55330d283,Corsair Vengeance Black / Blue DDR3-2133 CL9 8GB (2x4GB),Corsair,Vengeance,2133 CL9,,53c21a8d-a300-4ac6-885f-c2d55330d283.json,8,9,BLACK | BLUE,Non-ECC,240-pin DIMM,,,,,,,True,,,,,CMZ8GX3M2A2133C11B,4,2,,DDR3,Unbuffered,False,2133,9-9-9-24,
53c9a4b7-5efa-45d5-857e-539a95ca944e,Silicon Power XPOWER Zenith Gaming White DDR5-5200 CL40 32GB (1x32GB),Silicon Power,XPOWER Zenith,5200 CL40,,53c9a4b7-5efa-45d5-857e-539a95ca944e.json,32,40,WHITE,Non-ECC,288-pin DIMM,,,,https://www.silicon-power.com/en/product-detail/XPOWER_Zenith_DDR5_Gaming_UDIMM/,,,True,38.5,,2025-11-13T13:07:08.152Z,,SP032GXLWU520FSG,32,1,,DDR5,Unbuffered,False,5200,40-40-40-76,1.25
53d3a5ca-5159-4c79-903f-4e98b9a43dcc,Innodisk Ultra Temperature UDIMM DDR5-4800 32GB (1x32GB) CL36,Innodisk,Ultra Temperature DDR5 UDIMM,,,53d3a5ca-5159-4c79-903f-4e98b9a43dcc.json,32,36,BLACK,Non-ECC,288-pin DIMM,,,,,,,,,,,,M5U0-BGM2KAVP,32,1,EXPO,DDR5,Unbuffered,,4800,,1.1
53d7ae9e-ddda-45b9-a7cb-a14a8c2afcd0,Kingston FURY Renegade Pro Black Registered DDR5-6800 CL34 256GB (8x32GB),Kingston,FURY,6800 CL34,,53d7ae9e-ddda-45b9-a7cb-a14a8c2afcd0.json,256,34,BLACK,Non-ECC,288-pin DIMM,B0CVS372SY,,,,,,False,,,,,KF568R34RB2K8-256,32,8,,DDR5,Unbuffered,False,6800,,
53dfa666-9805-4d21-b714-1ecc1dda0fc2,Patriot Viper Xtreme 5 Black DDR5-7600 CL36 48GB (2x24GB),Patriot,Viper,7600 CL36,,53dfa666-9805-4d21-b714-1ecc1dda0fc2.json,48,36,BLACK,Non-ECC,288-pin DIMM,B0CTJ82Q7Q,,,,,,True,,,,,PVX548G76C36K,24,2,,DDR5,Unbuffered,False,7600,36-48-48-84,
53e2b066-cd45-4aa8-8f99-7914bc001909,V-Color TRA516G70S834Q White Registered DDR5-7000 CL34 64GB (4x16GB),v-color,TRA516G70S834Q,7000 CL34,,53e2b066-cd45-4aa8-8f99-7914bc001909.json,64,34,WHITE,Non-ECC,288-pin DIMM,B0CQCPXZZ3,,,,2SJ-004R-00017,,True,,,,,TRA516G70S834Q,16,4,,DDR5,Unbuffered,False,7000,34-42-42-102,
5402b56c-e018-48c4-b7a6-043543b84ba1,TEAMGROUP T-Force DELTAα RGB White DDR5-6000 CL38 32GB (2x16GB),TEAMGROUP,T-Force,6000 CL38,,5402b56c-e018-48c4-b7a6-043543b84ba1.json,32,38,WHITE,Non-ECC,288-pin DIMM,B0BRQ2NZTJ,,,,,2480411943,True,,,,,FF8D532G6000HC38ADC01,16,2,,DDR5,Unbuffered,True,6000,38-38-38-78,
542ed7ce-1489-46f7-b4dc-9b5fe3fed338,TEAMGROUP Elite Plus Black / Gold DDR4-2400 CL16 8GB (1x8GB),TEAMGROUP,Elite,2400 CL16,,542ed7ce-1489-46f7-b4dc-9b5fe3fed338.json,8,16,BLACK | GOLD,Non-ECC,288-pin DIMM,,,,,,,True,,,,,TPD48GM2400HC1601,8,1,,DDR4,Unbuffered,False,2400,,
543c45b1-47ce-483b-893d-80b94481077c,Acer Predator Hermes RGB DDR5-7200 CL34 32GB (2x16GB),Acer,Predator,7200 CL34,,543c45b1-47ce-483b-893d-80b94481077c.json,32,34,BLACK,Non-ECC,288-pin DIMM,,,,,,,True,,,,,BL.9BWWR.406 | HERMES-32GB-7200-1R8-V2,16,2,,DDR5,Unbuffered,True,7200,34-45-45-115,
54550dbe-6c95-48a7-b499-ffc8c636038a,TEAMGROUP T-Create Classic Black DDR5-5600 CL46 16GB (1x16GB),TEAMGROUP,T-Create,5600 CL46,,54550dbe-6c95-48a7-b499-ffc8c636038a.json,16,46,BLACK,Non-ECC,288-pin DIMM,,,,,,,True,,,,,CTCCD516G5600HC4601,16,1,,DDR5,Unbuffered,False,5600,46-46-46-90,
545b7efb-fa22-478a-8483-a77ccd030250,ADATA XPG SPECTRIX D35G RGB DDR4-3200 CL16 8GB (1x8GB),ADATA,XPG,3200 CL16,,545b7efb-fa22-478a-8483-a77ccd030250.json,8,16,WHITE,Non-ECC,288-pin DIMM,,,,,,,True,,,,,AX4U32008G16A-SWHD35G,8,1,,DDR4,Unbuffered,True,3200,,
547f9ace-8e88-4b38-b44d-c37d178edd47,Patriot Signature Line Black SODIMM DDR5-4800 CL46 16GB (1x16GB),Patriot,Signature,4800 CL46,,547f9ace-8e88-4b38-b44d-c37d178edd47.json,16,46,BLACK,Non-ECC,262-pin SO-DIMM,B0B49LC4FJ,,,,,,False,,,,,PSD516G480081S,16,1,,DDR5,Unbuffered,False,4800,,
548a1379-3ab5-4c94-96d9-b307b6f8953e,Patriot Viper Venom Black / Red DDR5-6400 CL32 16GB (2x8GB),Patriot,Viper,6400 CL32,,548a1379-3ab5-4c94-96d9-b307b6f8953e.json,16,32,BLACK | RED,Non-ECC,288-pin DIMM,,,,,N82E16820225341,,True,,,,,PVV516G640C32GK,8,2,,DDR5,Unbuffered,False,6400,32-40-40-84,
54923026-321f-4768-af37-79188b12bbf2,Patriot Viper Venom Black / White DDR5-5600 CL36 32GB (1x32GB),Patriot,Viper,5600 CL36,,54923026-321f-4768-af37-79188b12bbf2.json,32,36,BLACK | WHITE,Non-ECC,288-pin DIMM,B0DJ1V62QX,,,,0RN-002U-004U4,16603470845,True,,,,,PVV532G56C36,32,1,,DDR5,Unbuffered,False,5600,36-36-36-68,
549592ae-e1a7-4df8-b80d-6939ebdccf9c,ADATA XPG LANCER RGB Black 16GB (1x16GB) DDR5 6000 CL40,ADATA,XPG Lancer,6000 CL40,,549592ae-e1a7-4df8-b80d-6939ebdccf9c.json,16,40,BLACK,Non-ECC,288-pin DIMM,,,,,,,True,,,,,AX5U6000C4016G-CLARBK,16,1,,DDR5,Unbuffered,True,6000,,1.35
549a1a78-2b6a-4a30-bfa8-08a57179ef70,Silicon Power DDR4 16GB (1x16GB) Zenith 3600MHz CL18 Black,Silicon Power,XPOWER Zenith RGB,3600 CL18,,549a1a78-2b6a-4a30-bfa8-08a57179ef70.json,16,18,BLACK,Non-ECC,288-pin DIMM,,,,https://www.silicon-power.com/product-detail/XPOWER_Zenith_RGB_DDR4_Gaming_UDIMM/,,,True,38.5,,2025-11-30T12:46:12.838Z,,SP016GXLZU360BSD,16,1,,DDR4,Unbuffered,True,3600,18-22-22-42,1.35
