gpu_id,case_id,gpu_memory,gpu_memory_type,gpu_tdp,gpu_length,gpu_slot_width,case_gpu_clearance,case_form_factor,length_difference,gpu_case_length_ok,label
56277830-8900-43cc-a9c7-688913885c89,ffcf2afe-6ccd-41b4-b9ef-9fdf95599033,8.0,GDDR5X,180.0,267.0,2.0,210.0,Mini ITX Tower,-57.0,0,0
960eaad2-607f-4926-b495-bf1f7a5be453,702b26a1-c3cc-44db-884b-d2d320f3d6da,16.0,GDDR7,360.0,332.0,3.0,320.0,Micro ATX Mid Tower,-12.0,0,0
3093e821-dab8-41e3-94a4-2504e4399268,453255ec-72fe-47f6-9343-3fd0393b6331,16.0,GDDR7,300.0,300.0,2.98,420.0,Micro ATX Mini Tower,120.0,1,1
2707294a-79fe-46ce-ab0c-225bfa071d88,e4fbd31a-916d-46ca-93be-e73d45aa0268,1.0,GDDR5,244.0,266.0,1.0,371.0,ATX Mid Tower,105.0,1,1
4d96058a-a656-415d-a208-bfe81e01baad,c0bdc85e-bd7e-4a1d-8e78-d1e0888bb174,8.0,GDDR6,200.0,198.0,2.0,420.0,ATX Mid Tower,222.0,1,1
f88abf00-e2ae-41bf-bb6b-e9db4396c702,91ad7cf2-0a1c-470c-b8d3-3c0d55a77c08,16.0,GDDR6X,320.0,300.0,2.5,380.0,ATX Mid Tower,80.0,1,1
1cf31f3f-c2ca-45b5-a35b-88c64daf7ea3,ebe1c2e2-e5b8-4aad-a1ef-57a1c8084e79,8.0,GDDR6,130.0,224.1,2.0,9.0,ATX Mid Tower,-215.1,0,0
f59618c1-5ef5-4f63-81c3-21ed8ead5804,de20b49c-a507-4029-822b-a4205a4f3d81,3.0,GDDR5,250.0,266.0,2.0,370.0,ATX Mid Tower,104.0,1,1
3fd75d0c-7c9f-4170-8025-a09c3995ab06,d91aa8dd-d697-4545-bc34-b799b8b34303,12.0,GDDR6X,370.0,316.0,3.0,461.0,ATX Mid Tower,145.0,1,1
2c8b553f-a558-4b31-9a46-cc9c0a7b5886,089390d2-b4d8-41fa-8c70-93532fb18643,6.0,GDDR5,120.0,250.0,2.0,365.0,ATX Mid Tower,115.0,1,1
55ab0e03-db8d-4ace-892e-3a94b2727f46,091e47d6-a671-4078-a18b-4d6e73175321,4.0,GDDR5,300.0,305.0,2.0,380.0,ATX Mid Tower,75.0,1,1
ddc98394-5f36-4341-94e8-fb3dd6a7c533,d7238ad8-4363-4e1b-afba-cae59de01f42,16.0,GDDR6X,285.0,308.0,3.0,280.0,Mini ITX Tower,-28.0,0,0
371ebe9d-0cac-4941-9a0e-deb3759cb80d,2ad83aa3-6dd7-4f2a-9434-b0e09ebcb51e,8.0,GDDR6,220.0,300.0,2.75,320.0,Micro ATX Mid Tower,20.0,1,1
a6731520-c138-49b8-b264-0f309b350eba,ab217532-bc7f-40c9-aa90-749d7f498e60,8.0,GDDR6,132.0,269.0,2.1,410.0,Micro ATX Desktop,141.0,1,1
3f929d21-2f33-45b6-8e42-4e6873992bcf,44ab0fa6-87df-4b80-888c-e9e000d067ec,8.0,GDDR6X,290.0,329.0,3.0,356.0,Mini ITX Tower,27.0,1,1
07d06f1c-c7b9-4d4f-b775-f4b280a8e60a,8091045b-594d-477d-818f-e977992c46e9,8.0,GDDR6,185.0,307.0,3.0,304.0,Micro ATX Mini Tower,-3.0,0,0
eb320108-b6be-49c8-a8e6-d1e7b3cc7b38,18a08afb-dc9b-459a-8bf1-de148727e4d3,12.0,GDDR6,230.0,267.0,2.0,430.0,ATX Mid Tower,163.0,1,1
1ce6237b-b0e6-4478-853e-031c79f4c714,d00569ea-ce6f-4f8d-b28f-9a3e7ed7f498,24.0,GDDR6X,350.0,305.0,3.0,340.0,ATX Mid Tower,35.0,1,1
ec798e8b-f67d-4943-beab-05315562609e,eb071567-8673-4157-b321-d8da71be8604,8.0,GDDR6,225.0,232.0,3.0,380.0,ATX Mid Tower,148.0,1,1
3dd4f567-0904-4560-a836-2139fdf14e10,b5335238-bbe0-4caf-be44-c64238e3b819,12.0,GDDR6X,350.0,320.0,3.0,267.0,ATX Mid Tower,-53.0,0,0
7f9889a7-7e2b-4ee7-a6ee-3b8312f830f7,27a0fbfe-06f5-4893-b5c8-739b038515ae,24.0,GDDR6X,350.0,318.0,3.0,400.0,ATX Mid Tower,82.0,1,1
a4a6ecf4-1a28-408e-97cf-ddbe44c86147,38890a41-26e8-40e6-af83-a534fed3f68f,12.0,GDDR6X,200.0,201.0,2.42,335.0,Mini ITX Tower,134.0,1,1
89ac4be6-e1c5-4f53-8d6f-2b4b66c5d339,14c09b20-ee5c-4c35-b4c2-28c1bde84201,16.0,GDDR6,190.0,272.0,2.0,240.0,Micro ATX Desktop,-32.0,0,0
247ece28-594b-44e7-9116-cf9c17ab50cd,0507128c-2348-49e5-a521-0a3e70fb4e9c,10.0,GDDR6X,320.0,318.0,3.0,267.0,ATX Mid Tower,-51.0,0,0
5f6b1b07-700b-4a34-958c-f649770dacae,1c2b21fc-ea2f-4803-ac59-83305a2442fc,16.0,HBM2,250.0,305.0,2.0,430.0,ATX Mid Tower,125.0,1,1
98406e53-44a9-4baa-8db1-3d1db73f5bc4,ae955c83-194c-43bb-97f3-f88d648845a5,8.0,GDDR6,130.0,145.0,2.0,380.0,ATX Mid Tower,235.0,1,1
162abb94-4006-4d76-a623-337209977b77,4ec7f807-8d28-496f-86f6-07afe023c1a2,12.0,GDDR6X,350.0,336.0,3.0,250.0,Micro ATX Desktop,-86.0,0,0
95b4eda8-93a2-4988-b7e0-0926d6f79b5e,1c968861-ffd7-4a10-b006-49e87e06a9a1,16.0,GDDR7,300.0,332.0,3.0,307.0,ATX Mid Tower,-25.0,0,0
de5e903e-d1f9-4fed-b1e5-c937683e6e12,c6486f53-5535-41b1-9cb7-fbc99bf1ea74,12.0,GDDR6X,200.0,323.0,3.0,405.0,ATX Mid Tower,82.0,1,1
b4a2dee0-cc60-4b16-8185-416d6e9710df,8674af6c-8869-4280-9675-b92caaadf3fe,12.0,GDDR6,250.0,323.0,3.0,315.0,ATX Mid Tower,-8.0,0,0
e9ce8d1e-f3d4-45d1-a94b-4f2a2b0774f1,c8920c3f-025b-4dbd-bb3c-125988a08159,8.0,GDDR6,200.0,235.0,2.0,400.0,ATX Mid Tower,165.0,1,1
e174b661-9859-4c5b-aac3-081da83b2321,2a1a8f7b-a245-4752-8245-4a95abbc56c3,24.0,GDDR6X,450.0,337.0,4.0,390.0,ATX Mid Tower,53.0,1,1
655abecb-dac8-4b6f-ae6f-f0432608e0ca,ae42ea1c-9d87-4ca1-90c0-91aefdf788b0,12.0,GDDR6X,285.0,337.0,,330.0,HTPC,-7.0,0,0
884d4a03-130d-415a-a9d6-524219506128,702038ac-20a2-44e7-8e4c-3bd1fc251382,8.0,GDDR5,150.0,270.0,2.0,380.0,ATX Mid Tower,110.0,1,1
205cea15-d8e9-4ccb-857b-86d8290c319b,af3e7503-cfac-4dd5-8132-0489d2a03de9,16.0,GDDR6X,320.0,342.0,4.0,320.0,ATX Mid Tower,-22.0,0,0
77a4a9bf-b25e-42cb-b133-b7ea53b06311,4452d56b-348e-47e3-95b2-c1a1b3219c04,16.0,GDDR6,330.0,345.0,3.5,320.0,Micro ATX Mini Tower,-25.0,0,0
8152d791-49fa-4960-801a-67b57066289d,670398f8-9385-40ca-9beb-7ebec25bb8a7,6.0,GDDR5,120.0,174.0,2.0,420.0,ATX Mid Tower,246.0,1,1
345fbcde-7016-4a04-9faf-0ebb6d6d7e49,c0c16dd5-572f-4d8e-bc5f-c7e9978dc02b,16.0,GDDR6X,320.0,329.0,4.0,410.0,ATX Mid Tower,81.0,1,1
d4217097-b64c-4392-bf97-9895460af056,1fbf81e0-fc90-4604-b09f-d3360c25bcba,4.0,HBM,175.0,152.0,2.0,374.0,ATX Mid Tower,222.0,1,1
bbe64669-a58b-4efe-aedd-6d37dbcfdf7a,10bd5921-6d0f-481a-9df8-468befe353b4,16.0,GDDR7,180.0,281.0,2.0,410.0,ATX Mid Tower,129.0,1,1
3e87690c-07e0-4162-a38b-97d27197ed00,463ec43d-05cc-4cdf-9fa2-8d4f6f0b612e,12.0,GDDR6,170.0,276.0,3.0,395.0,ATX Mid Tower,119.0,1,1
9017aca1-dc66-4a92-85c4-3d43c0cadebe,54161679-a9d2-4069-906a-bdf54c1ac652,12.0,GDDR7,250.0,306.0,2.5,220.0,Micro ATX Mini Tower,-86.0,0,0
ebe52727-138f-42a0-8825-9cb93d8aba80,80752f58-7a5c-4951-bd39-5f780ac01bd0,16.0,GDDR7,300.0,332.0,4.0,315.0,Mini ITX Tower,-17.0,0,0
cc83c0d1-eb2f-45ab-a589-925c983fe443,31338af0-9ef9-4086-803e-073b994154f7,24.0,GDDR6X,450.0,348.0,4.0,315.0,Micro ATX Mini Tower,-33.0,0,0
30776cff-ecbd-42a6-81d1-fd243b611980,f76207f2-9ea1-4681-89ef-f14aa77e718f,8.0,GDDR6,225.0,326.0,2.0,267.0,Mini ITX Tower,-59.0,0,0
0f19eb6a-59be-46b5-9d32-5473acf029c5,ceae6112-887a-428b-a7f4-043c0aeb3531,24.0,GDDR6X,450.0,293.0,3.0,420.0,ATX Mid Tower,127.0,1,1
73083106-4796-4f9d-9633-5923a3adf6d8,cf5aa265-d996-4414-922c-c22347de5c2c,8.0,GDDR6,220.0,294.0,3.0,210.0,Mini ITX Tower,-84.0,0,0
ffce91db-e499-4170-bf85-e4e2200ff015,69346df6-5065-47e0-a288-1dd50dda7191,4.0,GDDR5,110.0,270.0,2.0,360.0,ATX Mid Tower,90.0,1,1
56d82f68-b4c9-4a26-9d56-190e9b3a6a54,f7ce75f4-173f-4577-bb6b-729d497187b3,11.0,GDDR6,250.0,327.0,3.0,310.0,Micro ATX Mini Tower,-17.0,0,0
ad2dd5e9-8853-49cb-857e-f1d80e3a5d13,a563e6b1-172b-4cbe-8977-89cf24d043fb,12.0,GDDR7,250.0,236.0,2.5,325.0,ATX Mid Tower,89.0,1,1
fe06fe2d-4b60-4119-971f-130b62ed25b1,d2e6d3d9-091c-489a-906a-690279f8e8cc,8.0,GDDR6,200.0,318.0,3.0,305.0,ATX Mid Tower,-13.0,0,0
2fe7eb1c-3a85-4c8d-90b2-67fb2274be9d,8a1960f8-0652-48aa-9da3-6cf92f7a56f2,4.0,GDDR5,145.0,280.0,2.0,200.0,Micro ATX Mini Tower,-80.0,0,0
e039cd8d-2b9a-49b2-aaa0-6eb9a349ccdf,46ebebdb-1e8a-4c8a-b8cf-81ce30abbbf8,16.0,GDDR6,220.0,355.0,3.5,350.0,ATX Mid Tower,-5.0,0,0
b0d889e0-28af-471d-8499-36629c6f47a8,91797b8f-57cb-4355-b87c-728b153f9919,2.0,DDR3,75.0,170.0,1.0,350.0,ATX Mid Tower,180.0,1,1
f8c6868f-f885-4425-b760-286fe058777c,4452d56b-348e-47e3-95b2-c1a1b3219c04,8.0,GDDR5,120.0,230.0,2.0,320.0,Micro ATX Mini Tower,90.0,1,1
789c90e0-e6cc-421a-8b05-0a6e24eec48a,54d48e39-7a87-495a-9d11-b07c27477342,8.0,GDDR5,175.0,260.0,2.0,338.0,Micro ATX Mini Tower,78.0,1,1
7dc378fb-191c-400d-bdd5-6263f5b95f31,1fdfaba5-b5ff-4efe-895c-ed8e31f89334,2.0,DDR3,19.0,146.0,1.0,458.0,ATX Mid Tower,312.0,1,1
125b03e9-e033-494c-abeb-34e9b0f5385d,796880a8-04d8-4e2a-a138-8566498e94fc,12.0,GDDR6X,350.0,318.0,3.0,305.0,ATX Mid Tower,-13.0,0,0
be955a98-d380-451d-a35b-118a358fbb0c,e9ddadfd-30c2-416b-85af-23592137e4bd,12.0,GDDR7,250.0,290.0,2.5,270.0,ATX Mid Tower,-20.0,0,0
1bfb61df-3e60-4a87-bd2b-da4e218bc575,f559d3d1-15a7-444c-99e5-015f5121b641,8.0,GDDR6,250.0,328.0,3.0,400.0,ATX Mid Tower,72.0,1,1
a932f71e-a504-43ce-b74b-0853acfa8645,619a909f-ca30-4465-ac54-da117e02496d,6.0,GDDR6,70.0,162.0,2.0,480.0,ATX Full Tower,318.0,1,1
46655f7e-672d-41db-8d08-7e61b76bf589,1e0046b9-7db8-4664-8a46-59d8f6423c92,12.0,GDDR6,245.0,280.0,3.0,490.0,ATX Full Tower,210.0,1,1
e67b2701-46f1-419b-8bbd-be87ddf3cc13,4de00946-05bf-452c-bd42-c0c61c8913f1,8.0,GDDR6,175.0,235.0,2.0,210.0,Mini ITX Tower,-25.0,0,0
60205946-cd99-488a-bf2e-ddff22e799ab,22a4722f-57e2-4686-b37f-8cc890f1ffb7,24.0,GDDR6X,450.0,332.0,4.0,320.0,ATX Mid Tower,-12.0,0,0
79bd5cdc-d0f4-4a36-aeac-250ed2bb1cac,e3a8852c-716f-4cee-9d39-b5951ef18e0a,4.0,GDDR5,50.0,168.0,1.0,300.0,ATX Mid Tower,132.0,1,1
da67615f-84d8-4fa5-b388-93417fa0b72c,9bbfe2e6-6248-4363-87ae-fb63fbc0a6cd,11.0,GDDR5X,250.0,314.0,2.0,400.0,ATX Full Tower,86.0,1,1
fe5ccad5-c92f-4869-996e-3343b5afd585,7f9aaaf2-5c12-43f6-bd9a-6bd9b11d8dc4,16.0,GDDR6,263.0,320.0,3.0,322.0,Mini ITX Tower,2.0,1,1
cd973deb-0d12-4cf1-9cc6-23c4c012d6c6,5a67ab55-ac9e-43d7-97f5-037420f06818,8.0,GDDR7,180.0,229.0,2.5,330.0,Micro ATX Mid Tower,101.0,1,1
e3486997-3359-4524-96d8-dc48b801f96c,68b2d74c-ea4d-48bc-bf05-e756e09d68f9,11.0,GDDR5X,320.0,325.0,3.0,240.0,HTPC,-85.0,0,0
137f4eec-307f-4f37-835c-ffc69a9309ac,dcb8af27-0343-4ac4-ae04-fd0ab8af8e4e,6.0,GDDR6,160.0,235.0,2.0,335.0,Mini ITX Tower,100.0,1,1
bc4d618f-3a8c-4d04-8291-b60681c0d7ba,ebdd898d-edb1-487c-a369-7b4888968f64,8.0,GDDR6,200.0,200.0,2.0,435.0,ATX Mid Tower,235.0,1,1
6da07432-aaa1-4dd8-8ff5-54933a18f6e1,75a649b7-8670-4a7b-8879-42abb34bc3cc,16.0,GDDR6X,320.0,337.0,2.0,305.0,ATX Mid Tower,-32.0,0,0
162abb94-4006-4d76-a623-337209977b77,9241aabf-0eb0-49c6-b3d1-cd7e450fb03d,12.0,GDDR6X,350.0,336.0,3.0,280.0,ATX Mid Tower,-56.0,0,0
8d5705bc-d669-4698-938d-4d5e4bf6a904,644c88d4-4f3e-4eb2-af1c-d6aa7a016878,11.0,GDDR5X,250.0,298.0,3.0,150.0,Micro ATX Mini Tower,-148.0,0,0
847f4b86-395e-41c2-8db1-604b4342bbc3,0eb557cf-0c19-4166-85b4-808215818c58,8.0,GDDR6,132.0,235.0,2.3,186.0,Mini ITX Tower,-49.0,0,0
b31efb0e-f6fc-4136-b9dc-f89be4536a08,99ea4285-29f6-4daf-b3d0-e4de96c65cf7,8.0,HBM2,210.0,274.0,,342.0,ATX Full Tower,68.0,1,1
c06019fb-48ce-4e42-94c1-87b84aaa7228,76f6e555-84dc-4484-b18e-abc7d72ba049,24.0,GDDR6X,450.0,357.6,3.5,285.0,Mini ITX Tower,-72.6,0,0
12a0a7b7-292b-42ab-a0d8-51e27c06ba25,9b896516-b06e-4cc6-b9a6-747400755b0a,20.0,GDDR6,300.0,353.0,3.63,325.0,Mini ITX Tower,-28.0,0,0
727fcd03-2a67-4267-893f-8b278e5b7c94,ae9435f3-c8f8-4b57-8895-41c16cffabf9,24.0,GDDR6X,450.0,355.5,3.5,435.0,ATX Mid Tower,79.5,1,1
3b884570-e5b1-46ac-a0e6-02b59079e26d,b5335238-bbe0-4caf-be44-c64238e3b819,32.0,GDDR7,575.0,357.6,3.8,267.0,ATX Mid Tower,-90.6,0,0
d9d25ed0-e9d6-4c83-9547-ee824d44afe2,fbeef8a3-ca7b-454c-9c90-2e98da1ac884,12.0,GDDR6X,200.0,323.0,3.0,370.0,ATX Mid Tower,47.0,1,1
e675d1ae-70a5-4c4c-a511-743c6b08ff48,1b5b0f0b-ded0-45b2-a08d-9fd94cfaed40,8.0,GDDR6,235.0,270.0,2.0,330.0,ATX Mid Tower,60.0,1,1
79d8d520-240f-4ea0-9098-a0a3ed49898e,9eceacbe-247a-4791-a8e4-e5999ecaeaf5,16.0,GDDR6,190.0,302.0,3.0,512.0,ATX Full Tower,210.0,1,1
d517262d-623f-4740-9e0c-9d2eb15c75f8,f5c2917f-c551-41d8-83dc-7773958916ee,12.0,GDDR6X,350.0,318.0,3.0,290.0,ATX Mid Tower,-28.0,0,0
ce3bae3c-939e-459a-9122-bcb50b786fc9,6f4c2754-4856-4c85-ac60-1c57ce7b948c,16.0,GDDR6X,285.0,307.0,3.0,410.0,ATX Mid Tower,103.0,1,1
4118f054-4910-49b8-ae25-738749642db7,000a0d8c-7590-4fd6-a724-41c36a3a4a9f,8.0,GDDR5,185.0,255.0,3.0,380.0,ATX Mid Tower,125.0,1,1
c9011d2e-bf96-4e4e-a9ea-6f5e2633c492,c5c55886-452b-4506-a695-ce5738a02cb0,8.0,GDDR5,185.0,276.0,3.0,330.0,Mini ITX Tower,54.0,1,1
94fdbcac-0d84-4bfa-bc70-b80e6d013028,faec3675-6217-42ba-a812-7cf12c5a1c60,16.0,GDDR6,220.0,288.0,2.5,340.0,ATX Mid Tower,52.0,1,1
b94d4ef4-94e3-4e1f-aa94-18ee9d51fafe,1d3e9231-fe6f-44d3-b8e5-df9b17bc775a,16.0,GDDR7,360.0,319.0,3.0,400.0,ATX Mid Tower,81.0,1,1
67d22368-c7d0-434c-8eda-dc751c82125e,3dabc329-0636-405b-875b-142f36f7a81b,16.0,GDDR6,300.0,330.0,3.0,400.0,ATX Mid Tower,70.0,1,1
a15fde7e-2aef-485c-9f3e-d775c45ca893,147a82a8-5481-4cbe-b2c2-9fb89a5102c3,12.0,GDDR7,250.0,250.0,2.0,175.0,HTPC,-75.0,0,0
825872cc-d304-4300-8c28-3bc6aea19ed5,3d451007-16eb-4482-9437-adf004e3a3f4,8.0,GDDR5,225.0,230.0,2.0,215.0,Mini ITX Tower,-15.0,0,0
17b311e3-50a7-4478-9a2f-ad98d3a0b223,453172b5-1659-41da-a9c6-e02e97fc46fb,16.0,GDDR7,180.0,304.0,2.5,300.0,ATX Mid Tower,-4.0,0,0
363a627b-f23c-452d-9668-1c9d2eca4e3f,d2a4b0e3-3acf-4b88-b02d-0621dca39529,8.0,GDDR6,215.0,302.0,3.0,300.0,ATX Mid Tower,-2.0,0,0
53fd7a50-98f1-4082-abea-ab38b7791911,f982de92-c39b-4abb-a46c-ebdd02dbf27b,8.0,GDDR6,215.0,288.0,3.0,400.0,ATX Mid Tower,112.0,1,1
83c9a3ad-0a68-48db-b747-ffb70b85cd6a,ff01713f-2fec-4709-bf77-6f42a58898e8,8.0,GDDR5,275.0,234.0,2.0,360.0,Micro ATX Mini Tower,126.0,1,1
515f1c04-9077-4705-890e-2b8c4cdb6d36,3ce3e7af-5f17-4b5d-8867-27a8f6fdae47,8.0,GDDR5,185.0,270.0,2.0,415.0,ATX Mid Tower,145.0,1,1
630e9382-c784-4454-b661-1105bfab374f,75301f4f-6b01-4f9f-8018-4362379ecbd1,24.0,GDDR6X,450.0,358.0,4.0,331.0,Mini ITX Tower,-27.0,0,0
0141b555-a90c-449b-b4d0-c2606cda12b3,0af3008a-6f36-4d01-bb67-e0970c3e60b9,16.0,GDDR6,190.0,241.0,2.0,413.0,ATX Mid Tower,172.0,1,1
4783a1e7-1830-4e87-9e72-a149d338d249,870a224a-b129-406b-82ff-0f0b32c892ed,12.0,GDDR6,230.0,323.0,3.0,320.0,ATX Mid Tower,-3.0,0,0
cf8b6311-a306-4b97-9404-dbf2a1e6981a,61a6eec6-eec8-4b48-9461-03d59fe220c1,8.0,GDDR7,145.0,281.0,2.0,395.0,ATX Mid Tower,114.0,1,1
1f34dccb-ab22-444d-aaa7-9bf28cc4082c,61dd9e12-041a-4034-b489-b2ad8cfc35e5,8.0,GDDR6,160.0,308.0,2.0,300.0,ATX Mid Tower,-8.0,0,0
e873fd98-f133-4322-8925-49b9734925c3,9a0167e6-a89e-4f4f-b0c4-159a700c94d5,8.0,GDDR6,215.0,301.925,3.0,320.0,Micro ATX Mid Tower,18.07,1,1
e0b9e2a9-a195-46c6-8364-a2cd98990e85,8a0a5481-7dc7-4c65-a4ad-5be8a1dcf104,16.0,GDDR7,180.0,220.5,2.0,472.0,ATX Full Tower,251.5,1,1
cfada353-8025-484d-8a04-414fd05d8801,ba93c341-e769-4373-91fa-6cd76c1d5be3,6.0,GDDR6,160.0,247.0,2.6,305.0,Mini ITX Tower,58.0,1,1
abe4dfc4-a981-4fd4-87ac-fd61cc524c19,0b0c9b8e-050c-4649-8412-4987f3f33ed8,16.0,GDDR6,220.0,332.0,3.0,330.0,ATX Mid Tower,-2.0,0,0
37f14819-d431-44fa-b16b-db0ac94b2ccd,7a39c2c3-d65c-431f-bb74-ca13246e2026,8.0,GDDR6X,310.0,317.0,3.0,297.0,Micro ATX Mini Tower,-20.0,0,0
086b8706-da34-4f34-a624-d095da12e6c6,c75d341b-0a8d-4d1c-9998-9f28fb5e6ad1,8.0,GDDR7,145.0,161.0,2.0,400.0,ATX Mid Tower,239.0,1,1
e35993db-31c1-485d-96ee-586a118cc768,6d8d86fd-c35f-45fe-bb85-64c866af5ce5,4.0,GDDR5,190.0,238.0,2.0,330.0,Mini ITX Tower,92.0,1,1
7c3ea64b-72ed-45df-ab20-38adb5ef2b98,147a82a8-5481-4cbe-b2c2-9fb89a5102c3,4.0,GDDR5,170.0,279.0,2.0,175.0,HTPC,-104.0,0,0
042c62a8-2ad6-4fcc-a0c9-29931d88b2be,8a1d80f9-0ef5-4fe0-a67b-57c1fad6320a,8.0,GDDR6,220.0,300.0,3.0,360.0,Micro ATX Mini Tower,60.0,1,1
d260d595-21fc-4687-b113-2f3fe35ffea1,f224d499-e082-4336-918f-c2b0b133117d,12.0,GDDR6X,200.0,307.0,3.0,300.0,ATX Mid Tower,-7.0,0,0
0430285d-bf9a-4e55-b96a-dc9608f9ee8a,4de00946-05bf-452c-bd42-c0c61c8913f1,6.0,GDDR6,160.0,242.0,3.0,210.0,Mini ITX Tower,-32.0,0,0
d2b20f1c-df7d-4062-83d6-f022609d71a1,3be281f2-8527-4ecd-8b0f-b943e3f77acb,6.0,GDDR6,75.0,145.0,2.0,400.0,ATX Mid Tower,255.0,1,1
665338a0-9fe0-4829-bec8-fe15e1a69ac9,60f063c3-172f-425b-aa3c-228abcab5a04,20.0,GDDR6,300.0,330.0,3.0,295.0,ATX Mid Tower,-35.0,0,0
16aa480e-2270-4699-b45e-796f362eacd6,f520ce13-ba89-45a7-a096-bc9f4e1a88c0,16.0,GDDR6,304.0,298.0,2.9,254.0,Mini ITX Tower,-44.0,0,0
d174fabc-5324-42f3-8b4a-c4c3e00451b8,068c0005-7253-4a77-a06b-1a9c97a55688,10.0,GDDR6X,320.0,305.0,3.0,410.0,ATX Mid Tower,105.0,1,1
63a2b1d1-8767-40a9-a0c0-0f82e3390763,be09153b-e8d7-4dba-84f6-2cf6f265f870,16.0,GDDR6,304.0,346.0,2.5,400.0,ATX Mid Tower,54.0,1,1
7ea3e3a8-6f04-4627-9d18-5b08d6e5db68,a5b0061c-9895-4884-b0ad-7f46a0e7df7c,24.0,GDDR6X,450.0,300.0,4.0,290.0,Micro ATX Mini Tower,-10.0,0,0
3dd4f567-0904-4560-a836-2139fdf14e10,c864f7fa-0d91-46a7-aac4-95a9d5444431,12.0,GDDR6X,350.0,320.0,3.0,381.0,ATX Mid Tower,61.0,1,1
827411e4-a066-4848-a938-05028443ac1c,d86ae867-3b65-4037-9290-629578f01dcf,16.0,GDDR7,360.0,340.0,3.5,350.0,Micro ATX Mid Tower,10.0,1,1
9c75b9a7-654d-418b-9a75-07a57d5d1f6e,6ec01ddc-ec43-4f25-8427-ce8d146e1931,8.0,GDDR6,130.0,225.0,2.0,341.0,ATX Mid Tower,116.0,1,1
d2fe66ef-35ae-442e-a04d-e4625c7da773,2e07012d-a7ea-4d94-825a-6cc2922661b1,10.0,GDDR6X,,300.0,,280.0,Micro ATX Mid Tower,-20.0,0,0
6e73a80e-2f40-4212-9117-ebba56c0e110,2f0655fc-f4d1-45c3-9f68-fea0b635d034,8.0,GDDR6,250.0,300.0,3.0,350.0,Micro ATX Mini Tower,50.0,1,1
e7b4c3bc-b1ff-47c6-87eb-98171d47ce88,c27b8aff-8a05-4df0-8b05-8f3e908ea9db,6.0,GDDR6,160.0,326.0,2.0,310.0,Mini ITX Tower,-16.0,0,0
196788ea-c7e2-4842-8940-8a8e3b43c40d,cea11cf4-b7e4-4668-a8b1-65a23aade459,16.0,GDDR6,260.0,280.0,3.0,260.0,Micro ATX Mini Tower,-20.0,0,0
2e88b3a8-fb69-4def-9b96-0bf441b399ed,d91435a1-9069-44fc-a31d-e8070ccdf6e9,6.0,GDDR6,160.0,270.0,3.0,305.0,ATX Mid Tower,35.0,1,1
3cef6ca6-4a59-43dc-a389-bdaa26a73114,b21a8551-ec12-4d9f-887e-cd9617456f41,11.0,GDDR5X,250.0,280.0,2.0,315.0,Micro ATX Mini Tower,35.0,1,1
a8aa0563-b4bf-43b1-abf1-aeee4efea173,cea11cf4-b7e4-4668-a8b1-65a23aade459,12.0,GDDR6X,200.0,342.0,3.0,260.0,Micro ATX Mini Tower,-82.0,0,0
26751a0c-df85-4876-a711-6a28cf62df65,6ba979a9-8cd8-4446-aa21-bf8dbfc26e09,2.0,GDDR5,75.0,172.0,2.0,330.0,ATX Mid Tower,158.0,1,1
b128351d-df80-465f-8ad3-5b67e3aad0bc,88731caa-ebce-4f73-a33e-5a3567726026,12.0,GDDR6,230.0,323.0,3.0,300.0,ATX Mid Tower,-23.0,0,0
3f90b030-8918-4f03-9587-430110917b23,35173187-dd93-4c98-a6c8-12749c7f0b69,32.0,GDDR7,575.0,333.0,3.0,330.0,ATX Mid Tower,-3.0,0,0
a3015752-fc76-4ce6-98c4-cf5f88a44970,960687d5-4a17-4bd6-9242-82fc53966dca,16.0,GDDR7,360.0,303.0,2.45,320.0,Micro ATX Mini Tower,17.0,1,1
a8aa0563-b4bf-43b1-abf1-aeee4efea173,3297edd6-8e6a-4930-9bdd-1bb24cd2e509,12.0,GDDR6X,200.0,342.0,3.0,305.0,Micro ATX Mini Tower,-37.0,0,0
63a2b1d1-8767-40a9-a0c0-0f82e3390763,d3b12670-a46b-414b-b21c-400f82a3d17e,16.0,GDDR6,304.0,346.0,2.5,320.0,ATX Mid Tower,-26.0,0,0
6beede17-5ceb-4d32-b4b6-c67c1ed62f6e,644c88d4-4f3e-4eb2-af1c-d6aa7a016878,32.0,GDDR7,575.0,357.6,3.8,150.0,Micro ATX Mini Tower,-207.6,0,0
67fbe6d0-09bd-45dd-80ea-d654eee3e6d0,b54cd17a-99d0-4401-b31e-614fd7c29044,16.0,GDDR7,300.0,338.0,3.0,320.0,ATX Mid Tower,-18.0,0,0
a96225e6-fa5f-4b93-8b60-e97615d0960f,5b6f105f-4d3d-43da-bde7-82366f44a486,8.0,GDDR5,150.0,169.0,2.0,450.0,ATX Full Tower,281.0,1,1
75221197-42bb-4205-b2c3-a449594d2710,13fed780-dff8-45d1-9a66-f765ba341f52,3.0,GDDR5,250.0,261.0,2.0,390.0,ATX Mid Tower,129.0,1,1
d6bb46fa-c335-4b0d-84d4-b1d28f585c15,677ce3b7-c08e-410a-b297-771852f28fae,12.0,GDDR6,230.0,247.0,2.55,472.0,ATX Full Tower,225.0,1,1
