motherboard_id,case_id,motherboard_form_factor,case_supported_motherboards,motherboard_ram_type,motherboard_memory_slots,case_form_factor,form_factor_match,label
5757d66f-1358-4314-b6c8-b8ba38d44cde,b1c8fcc1-566b-41d1-ad63-c5df575ba35d,Micro ATX,Micro ATX | Mini-ITX,DDR2,2,Micro ATX Mini Tower,1,1
d25c59e0-a379-4e8d-99f9-3997f24425fd,39664270-7df3-424c-9259-66ec945c890f,ATX,Micro ATX | Mini-ITX,DDR3,6,Micro ATX Mini Tower,0,0
8b51a1d1-d699-4713-90f1-214362624a04,0c3c19d6-ba05-41aa-8936-0eafc4a14fb9,ATX,Mini-ITX | Micro ATX,DDR4,4,Micro ATX Mid Tower,0,0
d9c811c0-d5ee-4682-8d5f-b6d2a31903ce,49657196-4bb9-44a5-9127-9962e181363e,EATX,ATX | Micro ATX | Mini-ITX,DDR4,8,ATX Mid Tower,0,0
adc5e78b-8c61-477b-a828-d5a8720f5310,80b0ab94-bdff-4d8a-8492-e044480d136e,ATX,Micro ATX | Mini-ITX,DDR4,4,Micro ATX Mid Tower,0,0
316614eb-73f6-4b73-898e-700ee523d523,ce3159ee-065f-40ac-9c79-7b6752b99e1f,ATX,ATX | Micro ATX | Mini-ITX,DDR4,8,ATX Mid Tower,1,1
c3111659-9164-427f-8056-47748e9fd2e8,2fa48d19-998d-47fc-a564-8c3443dbb494,Mini ITX,Mini-ITX,DDR4,2,Mini ITX Tower,0,0
1c3f6f9b-2e88-402c-aafa-5ea6c865d018,1daba9e3-bbc8-46c5-a023-aa154118e662,ATX,Micro ATX | Mini-ITX,DDR4,4,Micro ATX Mini Tower,0,0
49ec67a6-803f-493b-9277-aaf7484256be,548e17f4-7889-4692-ac23-13dd2af1f40e,Micro ATX,ATX | Micro ATX | Mini-ITX,DDR4,4,ATX Mid Tower,1,1
30356f12-9128-4cc2-bde7-4ae15d7bea8b,ef4313cd-503b-4297-b87e-36c6a34f0c4c,Micro ATX,ATX | Micro ATX | Mini-ITX,DDR3,2,ATX Mid Tower,1,1
bffa82fe-d9d3-496b-9ba9-70f20c3396a6,b3c8039b-8f31-46e8-86a4-d6adc4cec5c2,ATX,ATX | Micro ATX | Mini-ITX,DDR4,4,ATX Mid Tower,1,1
2820266e-779d-4dcc-8dde-28a98a326a2e,b129b1ee-5136-46e6-a132-d292b283e54e,Micro ATX,ATX | Micro ATX | Mini-ITX,DDR5,4,ATX Mid Tower,1,1
4e0c66b6-e18f-433a-b85c-d99566da7b9a,97c56d3c-01ae-46ac-bde9-d9a72e5b5c56,ATX,ATX | Micro ATX | Mini-ITX,DDR5,4,ATX Mid Tower,1,1
e01a1e6e-6a6f-41e4-a225-84b37747021a,75183f31-3767-4371-a9b1-d22d0e5fc2cb,ATX,Micro ATX | Mini-ITX,DDR4,4,Micro ATX Mid Tower,0,0
c7811511-b5f8-4375-84c5-7884eaf09931,151a9d87-6cf0-4c1d-b7e0-9b5cac74fe9c,Micro ATX,Micro ATX | Mini-ITX,DDR4,2,Micro ATX Mid Tower,1,1
f3f35eb8-b961-42a8-a1ff-e35d340beff4,dec17b9e-35ae-49fc-8008-554317094fa9,ATX,Micro ATX | Mini-ITX,DDR5,4,Micro ATX Mini Tower,0,0
4706939f-9575-4a7e-bfae-4c2f278243aa,780d1b48-a6d4-4e03-9017-465b09a322d0,ATX,ATX | Micro ATX | Mini-ITX,DDR4,4,ATX Mid Tower,1,1
a78c4360-6f73-4f83-a49d-fe37d4686459,d2ebed0d-77d6-4682-9cad-b1372e5c5bd2,ATX,Mini-ITX,DDR5,4,Mini ITX Tower,0,0
804bc5d7-7589-42dc-9346-3b002a182970,975d6b47-fc13-4676-84ab-4a584782fad6,Micro ATX,Micro ATX | Mini-ITX,DDR3,4,Micro ATX Mini Tower,1,1
176c7d90-7e1a-4dde-b837-a2dd8a0a0dff,c7378213-a458-4fed-9f4c-d4acfbb2dd08,ATX,Mini-ITX,DDR4,4,Mini ITX Tower,0,0
96dedb90-66b4-4a6b-b886-039bf4e9cd08,80b0ab94-bdff-4d8a-8492-e044480d136e,ATX,Micro ATX | Mini-ITX,DDR4,8,Micro ATX Mid Tower,0,0
52300760-86b0-44f4-8db5-a1c77dc3f924,4bb885a9-745d-4cf4-bfec-2694a0381d5d,Micro ATX,ATX | Micro ATX | Mini-ITX,DDR3,2,ATX Full Tower,1,1
0c81898d-2376-4e9a-a7db-50ab70550067,3480166d-86f3-4338-bfb7-2e8ad574194c,ATX,Micro ATX | Mini-ITX,DDR4,4,Micro ATX Mini Tower,0,0
43a5cd5c-4201-4550-992f-c6a8a1d42ebf,19cb9d3e-0c55-4ac2-9822-5eacbd0462e0,ATX,Micro ATX | Mini-ITX,DDR5,4,Micro ATX Mini Tower,0,0
33a8da01-cff3-46ec-8ca7-9435c85cc200,41c3e816-ef98-4f5c-9b0b-d7d3b2a8357b,Micro ATX,Mini-ITX,DDR4,4,Mini ITX Tower,0,0
e4366ed7-e095-40eb-b8ea-2377e801170b,48cefef8-ceb4-468f-91f4-2ff8ce9ac537,ATX,Micro ATX | Mini-ITX,DDR5,4,Micro ATX Desktop,0,0
446daffc-ad74-4109-9f8c-51a9647a7b7d,469f9d59-a72a-46a2-acec-faac110960f1,ATX,Micro ATX | Mini-ITX,DDR3,4,Micro ATX Mini Tower,0,0
fd7e299d-e086-4add-94fe-2a93864406d3,a89b1ec5-fb39-4684-97d9-d8b4532fee41,Mini ITX,ATX | Micro ATX | Mini-ITX,DDR2,2,ATX Mid Tower,0,0
02ca4059-80eb-4611-9730-a835fe80f39e,73e15673-9ba0-46d1-b063-f50d0467452e,Micro ATX,ATX | Micro ATX | Mini-ITX,DDR4,2,ATX Mid Tower,1,1
2a2627a3-792c-40db-909c-6f36dfffeb7f,47f9020e-3612-40b1-8449-95477d170ae0,EATX,ATX | Micro ATX | Mini-ITX,DDR5,2,ATX Mid Tower,0,0
59dc2d5d-a23d-4664-a744-dbc6978d15d7,211a031b-c7ac-4e77-825b-12a473212e5d,Micro ATX,ATX | Micro ATX | Mini-ITX,DDR5,4,ATX Mid Tower,1,1
237f73ba-27bb-42fc-bf98-53f4517f212e,9f0b069b-9aa1-42aa-937a-6370a47a77a5,EATX,ATX | Micro ATX | Mini-ITX,DDR5,4,ATX Mid Tower,0,0
39548311-6040-43a3-952d-6159db42a996,4dbf72a4-21c3-420a-94bd-393a8d85efaf,ATX,Mini-ITX,DDR4,4,Mini ITX Tower,0,0
9719335a-ed4f-4d5c-84b2-22fb5314c0a5,f24b54ee-c36a-406d-b13f-66d66ad13a38,Micro ATX,ATX | Micro ATX | Mini-ITX,DDR5,4,ATX Full Tower,1,1
32ef299a-3f08-49d2-ae86-23adca0770e8,99b6acb5-7d80-4d17-a4d3-758fbec4be2c,ATX,ATX | Micro ATX | Mini-ITX | EATX,DDR3,4,ATX Mid Tower,1,1
cb5e3291-5f02-4e36-b812-4b41748d16f5,e6bffbcc-52cc-48b2-8cab-38e991a2c436,SSI CEB,ATX | Micro ATX | Mini-ITX,DDR4,8,ATX Mid Tower,0,0
66c48fb0-be18-464d-9363-34eb569f019f,d89b9791-5a0c-4d7b-954d-4e0e0763503f,ATX,Mini-ITX,DDR4,4,Mini ITX Tower,0,0
2b3b7255-c016-4700-9d39-5dc6916b6a4a,278aed71-35e2-4620-807b-0b6461cd865f,Micro ATX,ATX | Micro ATX | Mini-ITX,DDR4,4,ATX Full Tower,1,1
3c33a05f-b171-44fb-9359-9f2a043f5105,07a98385-d49e-466d-93d7-55ffb8664df2,ATX,ATX | Micro ATX | Mini-ITX,DDR5,2,ATX Full Tower,1,1
0102b9bd-59ea-4bb5-a5e0-75e53e6a7c5e,1f9447bd-6f63-4469-ae90-0a6aaeb3e650,Micro ATX,Mini-ITX,DDR4,2,Mini ITX Tower,0,0
265100d3-3431-4719-ba34-c163ae796cc2,bc0a36d4-f622-40ce-81fc-8e09778259e9,ATX,ATX | Micro ATX | Mini-ITX,DDR5,4,ATX Mid Tower,1,1
18805bf8-49ae-4eb6-8018-d3483ae06a46,3949ebc6-f15e-4920-bf92-b9ab6c5c7936,Mini ITX,ATX | Micro ATX | Mini-ITX,DDR4,2,ATX Mid Tower,0,0
b8e806e1-15cf-4462-a027-09d9b2401f9d,fa0fd43a-e1fc-4c28-bd74-14c8c75900c5,Mini ITX,ATX | Micro ATX | Mini-ITX,DDR4,2,ATX Full Tower,0,0
a7ca0ad8-c9bd-4bcc-b3a0-33c42bb902b9,477e86d7-6b81-4af6-84d4-fc5733a68819,ATX,Micro ATX | Mini-ITX,DDR4,4,Micro ATX Mini Tower,0,0
d5efe725-257b-4eda-b9f0-22723cad40bb,32ee2ea6-0703-4cb4-bc3a-5cf4ae4fdb3d,Micro ATX,ATX | Micro ATX | Mini-ITX,DDR4,4,ATX Mid Tower,1,1
7b603d3e-f153-47f7-a870-4ff7c6b94b5f,2e46ed1f-cbb0-447e-8ac4-c2e31a348f14,Micro ATX,ATX | Micro ATX | Mini-ITX,DDR4,2,ATX Mid Tower,1,1
497d3cbc-1390-40f5-a458-75460856f041,49a14bc8-7eaf-430c-9f1e-46e0d7c8d3c4,Micro ATX,ATX | Micro ATX | Mini-ITX,DDR5,2,ATX Full Tower,1,1
f8893dbc-3158-490b-8587-f6f9f0e39370,a09e93b4-b76b-4d23-ae6d-f6695a002627,Mini ITX,ATX | Micro ATX | Mini-ITX,DDR5,2,ATX Mid Tower,0,0
7b75b1de-08fa-4ccf-84d4-28a2a4bbef76,8116bdd1-3f7d-4343-9216-28e59fc91dfa,Micro ATX,ATX | Micro ATX | Mini-ITX,DDR2,4,ATX Mid Tower,1,1
8f6d5701-713e-45fa-aa12-751e133f2d91,faf380e2-a1ce-4442-ad9e-161f70c64d35,SSI CEB,Micro ATX | Mini-ITX | Mini DTX,DDR4,8,Micro ATX Mini Tower,0,0
9b98540f-0e0d-4c4a-bbab-a1f468102183,cf44a6d4-d603-42de-b3ed-3952cf4edb74,Micro ATX,ATX | Micro ATX | Mini-ITX,DDR4,4,ATX Mid Tower,1,1
4d2498b9-4419-4a6b-8585-dbabb99b3951,31338af0-9ef9-4086-803e-073b994154f7,ATX,Micro ATX | Mini-ITX,DDR4,4,Micro ATX Mini Tower,0,0
9d120575-aa98-4e68-a457-efa86791c2d8,c0bdc85e-bd7e-4a1d-8e78-d1e0888bb174,Micro ATX,Micro ATX | Mini-ITX | ATX | EATX,DDR4,4,ATX Mid Tower,1,1
5bfb4d28-8451-4d5c-876b-21f2b31a72d4,563efdf0-27e1-41cc-bd00-7fb6f1a4b076,ATX,ATX | Micro ATX | Mini-ITX,DDR4,4,ATX Mid Tower,1,1
c79fd6f6-5e1c-4484-8ada-b88eb29e6a65,b9417e38-c1a5-46b9-b875-b1852fe7102c,ATX,ATX | Micro ATX | Mini-ITX,DDR4,4,ATX Mid Tower,1,1
9a55d5ed-88e1-4534-af30-b4d73b153626,ab24e805-6499-497f-9dc5-3bed07fbdf5e,Micro ATX,ATX | Micro ATX | Mini-ITX,DDR4,2,ATX Mid Tower,1,1
ab4903d3-7351-4e31-af81-3c8571c3ff5f,62067a2c-91e6-48f8-b828-19f3c6f0f825,ATX,Mini-ITX,DDR4,4,Mini ITX Tower,0,0
3b944bed-62ba-48fe-a462-81fbedf72f03,145beda7-2317-47a8-beda-cf319153d67d,ATX,Mini-ITX,DDR3,4,Mini ITX Tower,0,0
462e2782-9614-42ad-b465-a7bd14acf9da,de186213-df2d-445e-a57a-26bdcde3e997,ATX,EATX | Mini-ITX | Micro ATX | ATX,DDR4,4,ATX Mid Tower,1,1
1ba2d3e1-7e6e-44b5-99b6-5784f00c7200,f6687540-ccc4-46cf-bc9e-1b02abf9a3c1,Micro ATX,ATX | Micro ATX | Mini-ITX,DDR4,4,ATX Mid Tower,1,1
64d1a79b-775c-4ec9-9ada-de36ed0a3248,401f1b9f-54e2-43b7-b96c-373b1a2b7d99,ATX,Mini-ITX,DDR4,4,HTPC,0,0
9dfeec26-2859-49ab-93bb-db7c92c26e98,61db91f3-6864-4dc7-b8a2-6e46704b8040,ATX,Mini-ITX,DDR5,4,Mini ITX Tower,0,0
bf1bee57-a087-4f2b-b5ef-653443f6cd05,e5e9691b-caef-4dcc-89c9-43c93da4e95b,EATX,Micro ATX | Mini-ITX,DDR5,4,Micro ATX Mid Tower,0,0
5311f05f-f24f-44c7-85fb-3cd20282716e,d7a4f2f7-0118-4b17-95c4-8369b53e4bfe,Mini ITX,ATX | Micro ATX | Mini-ITX,DDR4,2,ATX Mid Tower,0,0
e77dda0b-8e5c-4f58-bc10-c96cc4ae8b56,1cb835c6-01f3-4d4e-a0e5-1d550e8706ea,ATX,ATX | Micro ATX | Mini-ITX,DDR4,4,ATX Full Tower,1,1
d8b273ec-40e8-4776-8fa9-42e70008f661,f21f0e29-a516-4149-b898-2dc384d2fc29,Micro ATX,Mini-ITX,DDR5,2,Mini ITX Tower,0,0
1e749444-5cbd-40e0-8005-6d02bef3e64d,bedbe22d-a467-4cbd-8fdd-e961d4b1ac01,ATX,ATX | Micro ATX | Mini-ITX | EATX,DDR4,4,ATX Mid Tower,1,1
37436801-6d5a-4cfe-9515-e677fa81dcd6,399c0aab-bd58-48eb-877a-7332658c9150,Micro ATX,Mini-ITX,DDR4,4,Mini ITX Tower,0,0
f39edf0e-c646-4437-8544-09aed925df6b,91797b8f-57cb-4355-b87c-728b153f9919,Mini ITX,ATX | Micro ATX | Mini-ITX,DDR4,2,ATX Mid Tower,0,0
57185aea-010c-4bf4-ab68-8cf49f76dad4,1053a410-cea4-433b-93db-dd58f3a46edd,ATX,ATX | Micro ATX | Mini-ITX,DDR4,4,ATX Mid Tower,1,1
b6b8303e-fae7-4f1c-9a72-040f63d35a60,bfc0e466-693f-40b3-9971-3b2bf4e0b98f,Micro ATX,ATX | Micro ATX | Mini-ITX,DDR4,4,ATX Mid Tower,1,1
a0842e82-09e1-41ec-80eb-227305f5fafe,a563e6b1-172b-4cbe-8977-89cf24d043fb,Micro ATX,ATX | Micro ATX | Mini-ITX,DDR4,4,ATX Mid Tower,1,1
b3268aea-838b-45f9-90f1-d2bdef0e7af2,43cc3a57-bfb3-452f-8c2b-e824e5f4974d,Micro ATX,ATX | Micro ATX | Mini-ITX,DDR5,4,ATX Mid Tower,1,1
a1bb45eb-cbd1-4405-b723-0a6c178d1aee,46d230db-ebfe-4beb-bdac-a536aadfedfd,ATX,Micro ATX | Mini-ITX,DDR4,4,Micro ATX Mini Tower,0,0
0725c2b2-3c7b-4469-9084-c84d2e618aad,9578d637-28dc-4693-9cfa-df76e2f32560,Micro ATX,Mini-ITX,DDR4,4,HTPC,0,0
8b472a30-e25e-4ebe-bd88-b9452b617c29,7c9709af-dc9a-499e-ab27-854622dd88bb,EATX,ATX | Micro ATX | Mini-ITX,DDR5,4,ATX Mid Tower,0,0
84c5782c-0812-4979-9ef8-903ff176be95,29824233-5a7f-44b7-9ddb-cb678b82a138,Micro ATX,Mini-ITX,DDR3,4,Mini ITX Tower,0,0
55e4942a-3ddb-46e3-b739-24ff44d99422,1ff38607-62b4-4356-a2cd-79998b51b885,Micro ATX,Mini-ITX,DDR5,4,Mini ITX Tower,0,0
26638e1d-9239-4909-ab05-d3ea6057fbdc,ee567430-b7ba-4449-8d2f-a2350a5d912a,Mini ITX,ATX | Micro ATX | Mini-ITX,DDR5,2,ATX Mid Tower,0,0
9d74764b-4469-4d6e-8101-e33d782ea1f6,73e08f3a-1319-4a56-81c4-7f6a2b504b6b,ATX,ATX | Micro ATX | Mini-ITX,DDR3,4,ATX Mid Tower,1,1
f13c4e08-fd51-41b7-97e3-3382ba7b469b,49624dc2-feb1-4d05-b8d6-a4c20faffedc,ATX,Micro ATX | Mini-ITX,DDR5,4,Micro ATX Mini Tower,0,0
8f9f5f05-f160-47fa-b7a5-f89de49d60e0,5adf261f-9b4e-4c49-abe3-6836c1c785ba,Mini ITX,ATX | Micro ATX | Mini-ITX,DDR4,2,ATX Mid Tower,0,0
91f4a046-1319-4c62-931d-37487db3dc27,5f1d417b-df38-40fe-85d1-9a9f940ffd50,ATX,Micro ATX | Mini-ITX,DDR5,4,Micro ATX Mini Tower,0,0
db196b66-7c40-4d37-b4f8-ae8c71d582d7,0a56c97a-05ec-40e8-b07f-db304d78bfbf,ATX,Mini-ITX,DDR4,4,Mini ITX Tower,0,0
34f146bc-959e-4ed2-b32d-eead7ce0a99b,f4a03300-3f13-4fd9-aecd-c5ba3e93e078,Mini ITX,ATX | Micro ATX | Mini-ITX,DDR5,2,ATX Mid Tower,0,0
5580dc3c-9f61-47ab-93c4-a432db2fd1c4,2dcc1d35-1ef8-4bb5-b1fd-7fe57c87b882,ATX,ATX | Micro ATX | Mini-ITX | EATX,DDR5,4,ATX Mid Tower,1,1
5f4c5834-24f9-490c-bc2e-bb16cf417c9c,6afb80d0-d413-46de-b4fc-a3436a79178b,ATX,ATX | Micro ATX | Mini-ITX,DDR5,4,ATX Mid Tower,1,1
8647d331-6b3a-49cf-9898-1d0f0817f36a,7770d1df-9f81-48ea-b537-b951d3391f91,Micro ATX,ATX | Micro ATX | Mini-ITX,DDR5,2,ATX Mid Tower,1,1
69f00823-ceb0-40c4-84b8-4efee4b8a456,cbc1b64a-62c6-4862-ba83-88a0d93d0944,Micro ATX,Mini-ITX,DDR4,4,Mini ITX Tower,0,0
41400f47-4d2d-468d-afa7-f76597abdba5,4724c94f-1f55-40ad-8820-dcdb713712df,Mini ITX,ATX | Micro ATX | Mini-ITX,DDR4,2,ATX Mid Tower,0,0
d88bc72d-38f0-48ee-bf88-4fe9321dcddb,26589220-da37-4f26-a628-181fd87a77dc,ATX,ATX | Micro ATX | Mini-ITX,DDR4,8,ATX Mid Tower,1,1
17285734-32a7-482d-9ae6-c5f005b5229e,8ac50147-af99-401a-91f7-eab21d757b6b,Micro ATX,Micro ATX | Mini-ITX,DDR4,4,Micro ATX Mini Tower,1,1
0fb5232c-2cc9-4c83-9481-654d4db0fed5,969b29df-c1cd-4985-9b1b-22064a88a5a5,Micro ATX,ATX | Micro ATX | Mini-ITX,DDR5,4,ATX Mid Tower,1,1
0ededd3d-b8b7-4724-99b4-1484d9a95297,cc6fb928-265c-4918-a1b9-7fdde6ca90cc,Micro ATX,Micro ATX | Mini-ITX,DDR4,4,Micro ATX Mini Tower,1,1
7569fd18-a3b8-4e9f-8c08-bbf35850fa97,889d4c6b-52a6-41a5-99be-a0d5d88b08c4,ATX,ATX | Micro ATX | Mini-ITX,DDR4,4,ATX Mid Tower,1,1
60ab6078-bd8a-4235-a354-e0e7df617e19,410188d1-1b41-4e31-9852-7697c5d91bec,ATX,Micro ATX | Mini-ITX,DDR3,4,Micro ATX Mini Tower,0,0
fb24ce6b-a0c3-4b66-ae94-1783cf4375b6,6264f162-5cf0-4dd5-8351-97b795239529,EATX,ATX | Micro ATX | Mini-ITX,DDR4,4,ATX Mid Tower,0,0
52912086-6758-42b6-836b-fc59821b801d,67f2d029-a7b1-4f33-a690-9e22b93ebc26,ATX,Mini-ITX,DDR4,4,Mini ITX Tower,0,0
0b15a544-1f88-4f81-99df-fa99072952b6,52d3b8a1-8b64-4cc6-8a16-902854ef49fb,ATX,ATX | Micro ATX | Mini-ITX,DDR3,4,ATX Mid Tower,1,1
35c54117-2660-4235-980b-147c51c6eef5,2f2e441d-6701-4c61-b662-f9c675034a25,Micro ATX,Mini-ITX,DDR3,2,Mini ITX Tower,0,0
7d4b54a0-d868-4546-bfa2-764658815ad8,2c10b3c3-5de5-49f8-9ac8-50051e2b8d90,Mini ITX,Micro ATX | Mini-ITX,DDR4,2,Micro ATX Mid Tower,0,0
c601303b-fe04-43bb-9d25-d47622e390db,f48c8bbd-acaa-44d0-9ed1-05c49a4f68ab,ATX,Micro ATX | Mini-ITX,DDR4,4,Micro ATX Mini Tower,0,0
1cc19f58-3871-43ed-ac2d-90c0c1dbdc94,3dbfb89d-8579-4841-90e9-af280ae46d4e,ATX,ATX | Micro ATX | Mini-ITX,DDR4,4,ATX Mid Tower,1,1
f278d2eb-8269-415e-9f7d-917ea68b24ec,f48c8bbd-acaa-44d0-9ed1-05c49a4f68ab,ATX,Micro ATX | Mini-ITX,DDR5,4,Micro ATX Mini Tower,0,0
f96cfe73-0ea1-4211-b651-3b5a0d942e1a,984b035d-a14f-42dd-9edc-8f717bc67ccb,ATX,ATX | Micro ATX | Mini-ITX,DDR3,4,ATX Mid Tower,1,1
b1f880ef-2da7-4580-9c9d-0f0713783c18,601fc3a6-d8dd-4061-8f92-663abd6ba854,Micro ATX,ATX | Micro ATX | Mini-ITX,DDR4,2,ATX Full Tower,1,1
80d454d2-8a96-40f6-a819-1dcd8f37a498,b957ba66-281e-491a-9b8c-3540da0e8992,ATX,ATX | Micro ATX | Mini-ITX,DDR5,4,ATX Mid Tower,1,1
36a0a21a-e7fe-44e0-8134-9d0ed20021f8,6edadfca-a724-4641-ab5f-668a1a11b5a0,Micro ATX,ATX | Micro ATX | Mini-ITX,DDR5,2,ATX Mid Tower,1,1
67cb2d2f-4d28-4f31-b07f-6126aa11bc25,bac243a4-be7d-48bc-ad96-7290c17484da,Micro ATX,Mini-ITX,DDR4,4,Mini ITX Tower,0,0
59a08c04-ad70-495c-8848-1d627c7150c3,36949e18-b413-425c-a951-e51b704bef00,Mini ITX,EATX | ATX | Micro ATX | Mini-ITX,DDR4,2,EATX Full Tower,0,0
724cd2a5-609f-4c00-8c52-b0ea89b00f44,6b284467-206e-4ee2-b182-7c0f6591a1e1,ATX,Micro ATX | Mini-ITX,DDR4,4,Micro ATX Mini Tower,0,0
7c471ea7-d5c2-4800-8310-743727ed4cee,3e675bf3-0bb5-4b8e-bed1-9b5310318ccc,ATX,Micro ATX | Mini-ITX,DDR4,4,Micro ATX Mid Tower,0,0
b416ea4d-5aa6-470c-a6fa-114f8da9593e,c2942695-4852-488a-8348-4e2f018d053b,Mini ITX,ATX | Micro ATX | Mini-ITX,DDR5,2,ATX Mid Tower,0,0
22c9bc6d-376c-41c2-9833-4897db07e625,b85b327a-8725-46ab-8bd2-d1cf31369722,ATX,ATX | Micro ATX | Mini-ITX | EATX,DDR4,4,ATX Mid Tower,1,1
25e5bd08-af8b-4704-b5dd-0a816d2b218b,7a8179b6-39f9-4ca0-ae1f-5f3b0aae4233,EATX,ATX | Micro ATX | Mini-ITX,DDR5,4,ATX Mid Tower,0,0
3ec2af2d-8ad5-45e3-85e9-4ef77878e5b4,cb6a5318-ad32-48b9-946c-b6ebe3f45168,Micro ATX,Micro ATX | Mini-ITX,DDR4,4,Micro ATX Mid Tower,1,1
75bb47e7-1d08-4344-b927-19b3bd924688,f21f0e29-a516-4149-b898-2dc384d2fc29,ATX,Mini-ITX,DDR4,4,Mini ITX Tower,0,0
d42cbf79-5f72-47c6-9eab-b1aa701c41ba,2486716a-584d-46cb-83fe-41f8448ea37e,ATX,ATX | Micro ATX | Mini-ITX,DDR4,4,ATX Mid Tower,1,1
a390436d-edc4-4d0c-bf31-0e3307646fc1,075432e5-2925-4078-a139-ee6335cc6360,Micro ATX,ATX | Micro ATX | Mini-ITX | EATX,DDR3,2,ATX Mid Tower,1,1
b7f33366-d11e-454f-b3f5-dfc790e29957,81fc5b8f-cfc2-4bdc-8184-e71a2c574330,Micro ATX,ATX | Micro ATX | Mini-ITX,DDR3,4,ATX Mid Tower,1,1
a2378566-24e0-41bf-91ce-b25a9e65bddc,0bd77f3e-36e9-4c54-8efd-121998785b4e,ATX,ATX | Micro ATX | Mini-ITX,DDR3,4,ATX Mid Tower,1,1
4d8370df-d0cd-4918-b418-6670912c4b2b,7e326cee-8306-4e2f-89da-3cf031709851,Micro ATX,ATX | Micro ATX | Mini-ITX,DDR3,4,ATX Mid Tower,1,1
817eac04-b59d-4d5f-9624-338b8bbc9b4b,7935a21c-5fb2-4df0-873a-81027935b210,ATX,Mini-ITX,DDR4,4,HTPC,0,0
12a09fd6-edeb-47d3-b6b3-7f7b57ba7864,c4bdca44-76d7-42e0-9743-6ad79183f738,Mini ITX,ATX | Micro ATX | Mini-ITX,DDR3,2,ATX Mid Tower,0,0
4ab7931f-4092-4e0c-8744-5c0c93c6e2a0,64e4e320-94c5-4f6a-b3e7-9c2699fecd8c,Micro ATX,Mini-ITX,DDR5,4,Mini ITX Tower,0,0
b0654459-30fd-42f3-9638-0c999b7d07dc,578f17ba-62da-433b-a256-f8f176698d9e,ATX,ATX | Micro ATX | Mini-ITX,DDR5,4,ATX Mid Tower,1,1
6ccce2ba-9c4c-45e2-b3af-586f735792d0,08128ef5-8082-4c59-99ca-c4bff5f25c1a,ATX,Micro ATX | Mini-ITX,DDR4,4,Micro ATX Mini Tower,0,0
d45089e1-fb5c-438b-a847-784860f12997,6ac05939-2bc3-436d-abfc-77f398dab14b,ATX,Micro ATX | Mini-ITX,DDR4,4,Micro ATX Mid Tower,0,0
5fd9b0a1-b7c6-4254-86d1-b7b368be8300,c781fc0b-9ad1-40ac-a813-2c5efab13c57,Micro ATX,Micro ATX | Mini-ITX,DDR4,2,Micro ATX Mini Tower,1,1
263c8987-9752-4064-b4a2-8ddfe547ef96,7d865454-23a7-4a47-9751-cbfa31f1c5f4,Mini ITX,ATX | Micro ATX | Mini-ITX,DDR4,2,ATX Mid Tower,0,0
2e64a24c-20dd-41bd-8df0-9be078fe7022,c863ba20-ded3-4800-aefc-46465f7040ae,Micro ATX,ATX | Micro ATX | Mini-ITX,DDR4,4,ATX Mid Tower,1,1
51f33daf-1fa3-4477-b6f9-0d7fcd1a4151,d792f3d6-be79-4ca6-bca2-84fcc68f2788,Micro ATX,ATX | Micro ATX | Mini-ITX,DDR4,2,ATX Mid Tower,1,1
9a35a11e-4c3b-42a8-b076-34198702df2f,87b25084-4810-429a-9202-2cecac61a205,ATX,ATX | Micro ATX | Mini-ITX,DDR5,4,ATX Mid Tower,1,1
f833bd9c-75d1-46d5-ade9-6eeef46703e0,8fdb2295-64ef-4bee-a7ba-cb88747136d2,Mini ITX,ATX | Micro ATX | Mini-ITX,DDR4,2,ATX Mid Tower,0,0
fdb9c244-0b4a-46c4-9ac5-ac7e43af88fc,ef0d8f87-c324-492d-abe5-a781c9a8b106,ATX,Micro ATX | Mini-ITX,DDR5,4,Micro ATX Mini Tower,0,0
9897042e-db56-4ba7-ac19-0bebce8d7fd1,ac0ed643-9405-414b-bb69-aad03b87d4f2,Mini ITX,Micro ATX | Mini-ITX,DDR4,2,Micro ATX Mini Tower,0,0
2d21e371-3be8-4bec-97af-e82abdd401de,c54fc0ff-d06a-4bc2-9c91-3166266e1bca,Micro ATX,ATX | Micro ATX | Mini-ITX,DDR4,2,ATX Mid Tower,1,1
3eebfba5-9cc0-4bd8-b30b-8227cd0a0445,2e46ed1f-cbb0-447e-8ac4-c2e31a348f14,ATX,ATX | Micro ATX | Mini-ITX,DDR5,2,ATX Mid Tower,1,1
1692ae76-7976-4b10-b0dc-1e3c74365ae5,5d42ed88-d67c-45c2-a102-12aa991d3884,SSI CEB,ATX | Micro ATX | Mini-ITX,DDR4,8,ATX Mid Tower,0,0
92c363b9-65ac-4955-b88b-888704569ee6,8408651e-0e29-4d34-a1f9-4f091c659b96,ATX,Micro ATX | Mini-ITX,DDR5,4,Micro ATX Desktop,0,0
fdd0d3f5-8805-4259-9ddd-0639158397fa,2585df6e-d765-4900-99e2-66635665936a,Mini ITX,Micro ATX | Mini-ITX,DDR4,2,Micro ATX Desktop,0,0
95d73113-cc67-4f57-a646-e958e7f456a9,2a3b0d04-3f83-4424-9946-c0aed9347dc2,Micro ATX,ATX | Micro ATX | Mini-ITX,DDR4,4,ATX Mid Tower,1,1
